threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2337
0.0300,0.1988
0.0400,0.2566
0.0500,0.2889
0.0600,0.3174
0.0700,0.3371
0.0800,0.3708
0.0900,0.3923
0.1000,0.4350
0.1100,0.4447
0.1200,0.4617
0.1300,0.4606
0.1400,0.4738
0.1500,0.4819
0.1600,0.4964
0.1700,0.5037
0.1800,0.5011
0.1900,0.5043
0.2000,0.5150
0.2100,0.5325
0.2200,0.5551
0.2300,0.5366
0.2400,0.5415
0.2500,0.5449
0.2600,0.5610
0.2700,0.5821
0.2800,0.5866
0.2900,0.5860
0.3000,0.5927
0.3100,0.6060
0.3200,0.6081
0.3300,0.6053
0.3400,0.6014
0.3500,0.6198
0.3600,0.6422
0.3700,0.6504
0.3800,0.6575
0.3900,0.6650
0.4000,0.6823
0.4100,0.6929
0.4200,0.7064
0.4300,0.6880
0.4400,0.6969
0.4500,0.7025
0.4600,0.7252
0.4700,0.7407
0.4800,0.7379
0.4900,0.7401
0.5000,0.7425
0.5100,0.7376
0.5200,0.7451
0.5300,0.7736
0.5400,0.7757
0.5500,0.7759
0.5600,0.7681
0.5700,0.7764
0.5800,0.7803
0.5900,0.7795
0.6000,0.7824
0.6100,0.7948
0.6200,0.7721
0.6300,0.7798
0.6400,0.7817
0.6500,0.7853
0.6600,0.7910
0.6700,0.7899
0.6800,0.7812
0.6900,0.7835
0.7000,0.7713
0.7100,0.7592
0.7200,0.7701
0.7300,0.7659
0.7400,0.7643
0.7500,0.7575
0.7600,0.7520
0.7700,0.7562
0.7800,0.7532
0.7900,0.7471
0.8000,0.7322
0.8100,0.7341
0.8200,0.7244
0.8300,0.7166
0.8400,0.7093
0.8500,0.7007
0.8600,0.6929
0.8700,0.6850
0.8800,0.6736
0.8900,0.6580
0.9000,0.6289
0.9100,0.5964
0.9200,0.5622
0.9300,0.5069
0.9400,0.4136
0.9500,0.2808
0.9600,0.1763
0.9700,0.0829
0.9800,0.0363
0.9900,0.0064
1.0000,0.0000
