recording,iou_max,iou_0.60,iou_0.80
N100056,0.8333,0.8333,0.5000
N106834-edited,0.8250,0.8250,0.7833
N128080,0.5772,0.5772,0.6778
N16767-edited,0.8283,0.8283,0.7963
N22158-edited,0.9011,0.9011,0.8455
N22971-edited,0.7242,0.5850,0.6742
N23417-edited,0.8376,0.8654,0.8778
N23493-edited,0.7133,0.7133,0.5733
N250512,0.5222,0.5222,0.6667
N3568,0.8869,0.9286,0.9583
N37429,0.7500,0.6667,0.6250
N38268,0.8623,0.8623,0.9213
N38516,0.9192,0.9192,0.8906
N39306,0.9155,0.9155,0.9396
N41312-edited,0.7738,0.7738,0.8333
N41564,0.8333,0.8333,0.3333
N44587-edited,0.4444,0.4444,0.5000
N460551,0.8750,0.8750,0.8750
N488610,0.7917,0.8542,0.7083
N500951,0.5000,0.5000,0.5000
N6682-edited,0.9062,0.9375,0.7500
N737290,0.6171,0.5289,0.7333
N98507,0.8889,0.8889,0.5556
XC109766,0.9583,0.9583,0.8333
XC109767,0.9472,0.9472,0.9462
XC109769,0.9682,0.9682,0.9338
XC114554,1.0000,1.0000,0.7500
XC134014-edited,0.5786,0.5786,0.3968
XC144024,0.7500,0.7500,0.6667
XC159959,0.8869,0.8929,0.8369
XC172881,0.7143,0.7143,0.8333
XC215372,0.7778,0.7778,0.6111
XC271361,0.5556,0.5556,0.2500
XC801172-edited,0.9583,0.9583,0.7163
XC812929,0.6662,0.6662,0.6262
