roc_recall,one_minus_fpr,roc_precision
0.000,1.000,1.000
0.010,1.000,1.000
0.020,1.000,1.000
0.030,1.000,1.000
0.040,1.000,0.990
0.050,1.000,0.968
0.060,1.000,0.968
0.070,1.000,0.971
0.080,1.000,0.976
0.090,1.000,0.979
0.100,1.000,0.981
0.110,1.000,0.983
0.120,1.000,0.985
0.130,1.000,0.986
0.140,1.000,0.987
0.150,1.000,0.988
0.160,1.000,0.989
0.170,1.000,0.990
0.180,1.000,0.990
0.190,1.000,0.991
0.200,1.000,0.992
0.210,1.000,0.993
0.220,1.000,0.993
0.230,1.000,0.993
0.240,1.000,0.994
0.250,1.000,0.994
0.260,1.000,0.994
0.270,1.000,0.995
0.280,1.000,0.995
0.290,1.000,0.995
0.300,1.000,0.995
0.310,1.000,0.995
0.320,1.000,0.995
0.330,1.000,0.992
0.340,1.000,0.992
0.350,1.000,0.992
0.360,1.000,0.993
0.370,1.000,0.993
0.380,1.000,0.990
0.390,1.000,0.990
0.400,1.000,0.987
0.410,1.000,0.988
0.420,1.000,0.988
0.430,1.000,0.986
0.440,1.000,0.983
0.450,1.000,0.984
0.460,1.000,0.984
0.470,1.000,0.982
0.480,1.000,0.983
0.490,1.000,0.983
0.500,1.000,0.981
0.510,1.000,0.981
0.520,1.000,0.980
0.530,1.000,0.978
0.540,1.000,0.978
0.550,1.000,0.973
0.560,1.000,0.973
0.570,1.000,0.972
0.580,1.000,0.972
0.590,1.000,0.971
0.600,0.999,0.969
0.610,0.999,0.968
0.620,0.999,0.966
0.630,0.999,0.964
0.640,0.999,0.961
0.650,0.999,0.957
0.660,0.999,0.950
0.670,0.999,0.948
0.680,0.999,0.945
0.690,0.999,0.943
0.700,0.998,0.934
0.710,0.998,0.934
0.720,0.998,0.930
0.730,0.998,0.928
0.740,0.998,0.928
0.750,0.998,0.927
0.760,0.997,0.921
0.770,0.997,0.914
0.780,0.997,0.910
0.790,0.997,0.906
0.800,0.997,0.906
0.810,0.996,0.902
0.820,0.996,0.897
0.830,0.995,0.876
0.840,0.994,0.871
0.850,0.993,0.858
0.860,0.992,0.840
0.870,0.991,0.812
0.880,0.989,0.785
0.890,0.988,0.768
0.900,0.986,0.744
0.910,0.982,0.709
0.920,0.978,0.684
0.930,0.970,0.650
0.940,0.962,0.631
0.950,0.953,0.612
0.960,0.931,0.582
0.970,0.883,0.556
0.980,0.817,0.542
0.990,0.487,0.521
1.000,0.243,0.260
1.010,0.000,0.000
