threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2422
0.0300,0.1931
0.0400,0.2389
0.0500,0.2861
0.0600,0.3025
0.0700,0.3130
0.0800,0.3262
0.0900,0.3244
0.1000,0.3573
0.1100,0.3787
0.1200,0.3870
0.1300,0.4156
0.1400,0.4162
0.1500,0.4267
0.1600,0.4379
0.1700,0.4430
0.1800,0.4429
0.1900,0.4474
0.2000,0.4588
0.2100,0.4674
0.2200,0.4981
0.2300,0.4980
0.2400,0.5086
0.2500,0.5133
0.2600,0.5142
0.2700,0.5232
0.2800,0.5363
0.2900,0.5259
0.3000,0.5223
0.3100,0.5155
0.3200,0.5220
0.3300,0.5208
0.3400,0.5307
0.3500,0.5309
0.3600,0.5516
0.3700,0.5474
0.3800,0.5635
0.3900,0.5751
0.4000,0.5790
0.4100,0.5985
0.4200,0.6149
0.4300,0.6237
0.4400,0.6365
0.4500,0.6346
0.4600,0.6277
0.4700,0.6492
0.4800,0.6517
0.4900,0.6541
0.5000,0.6416
0.5100,0.6377
0.5200,0.6526
0.5300,0.6491
0.5400,0.6665
0.5500,0.6670
0.5600,0.6900
0.5700,0.6887
0.5800,0.6879
0.5900,0.6922
0.6000,0.7130
0.6100,0.7132
0.6200,0.7196
0.6300,0.7314
0.6400,0.7191
0.6500,0.7218
0.6600,0.7169
0.6700,0.7142
0.6800,0.7215
0.6900,0.7127
0.7000,0.7137
0.7100,0.7152
0.7200,0.7227
0.7300,0.7185
0.7400,0.6996
0.7500,0.7165
0.7600,0.7129
0.7700,0.6969
0.7800,0.6855
0.7900,0.6675
0.8000,0.6475
0.8100,0.6302
0.8200,0.6222
0.8300,0.6111
0.8400,0.6039
0.8500,0.5904
0.8600,0.5771
0.8700,0.5705
0.8800,0.5568
0.8900,0.5413
0.9000,0.5220
0.9100,0.4814
0.9200,0.4115
0.9300,0.3239
0.9400,0.2285
0.9500,0.1540
0.9600,0.0790
0.9700,0.0427
0.9800,0.0188
0.9900,0.0000
1.0000,0.0000
