threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2373
0.0300,0.1720
0.0400,0.2119
0.0500,0.2644
0.0600,0.2944
0.0700,0.3175
0.0800,0.3328
0.0900,0.3451
0.1000,0.3756
0.1100,0.4003
0.1200,0.4204
0.1300,0.4259
0.1400,0.4433
0.1500,0.4601
0.1600,0.4628
0.1700,0.4832
0.1800,0.4928
0.1900,0.5061
0.2000,0.5105
0.2100,0.5246
0.2200,0.5314
0.2300,0.5375
0.2400,0.5411
0.2500,0.5511
0.2600,0.5534
0.2700,0.5638
0.2800,0.5664
0.2900,0.5754
0.3000,0.5729
0.3100,0.5876
0.3200,0.5907
0.3300,0.6079
0.3400,0.6146
0.3500,0.6362
0.3600,0.6436
0.3700,0.6515
0.3800,0.6622
0.3900,0.6646
0.4000,0.6752
0.4100,0.6801
0.4200,0.6893
0.4300,0.6929
0.4400,0.6966
0.4500,0.7049
0.4600,0.6974
0.4700,0.7155
0.4800,0.7384
0.4900,0.7424
0.5000,0.7450
0.5100,0.7506
0.5200,0.7585
0.5300,0.7626
0.5400,0.7560
0.5500,0.7606
0.5600,0.7651
0.5700,0.7680
0.5800,0.7767
0.5900,0.7873
0.6000,0.7905
0.6100,0.8005
0.6200,0.8058
0.6300,0.8085
0.6400,0.8074
0.6500,0.8131
0.6600,0.8176
0.6700,0.8142
0.6800,0.8105
0.6900,0.8103
0.7000,0.7990
0.7100,0.8000
0.7200,0.7950
0.7300,0.7921
0.7400,0.7896
0.7500,0.7951
0.7600,0.7869
0.7700,0.7819
0.7800,0.7751
0.7900,0.7636
0.8000,0.7671
0.8100,0.7664
0.8200,0.7643
0.8300,0.7545
0.8400,0.7513
0.8500,0.7353
0.8600,0.7361
0.8700,0.7131
0.8800,0.6954
0.8900,0.6690
0.9000,0.6342
0.9100,0.6015
0.9200,0.5382
0.9300,0.4718
0.9400,0.3736
0.9500,0.2737
0.9600,0.1741
0.9700,0.0844
0.9800,0.0388
0.9900,0.0000
1.0000,0.0000
