threshold,precision,recall
0.010,0.025,1.000
0.013,0.025,1.000
0.014,0.025,1.000
0.015,0.025,1.000
0.016,0.025,1.000
0.017,0.025,1.000
0.018,0.025,1.000
0.019,0.025,1.000
0.020,0.025,1.000
0.021,0.025,1.000
0.022,0.025,1.000
0.023,0.025,1.000
0.024,0.025,1.000
0.025,0.026,1.000
0.026,0.026,1.000
0.027,0.027,1.000
0.028,0.028,1.000
0.029,0.030,1.000
0.030,0.032,0.998
0.031,0.035,0.998
0.032,0.038,0.998
0.033,0.042,0.998
0.034,0.047,0.997
0.035,0.053,0.995
0.036,0.059,0.995
0.037,0.066,0.993
0.038,0.074,0.993
0.039,0.081,0.992
0.040,0.088,0.991
0.041,0.096,0.987
0.042,0.104,0.987
0.043,0.112,0.987
0.044,0.120,0.986
0.045,0.128,0.986
0.046,0.135,0.986
0.047,0.143,0.984
0.048,0.151,0.980
0.049,0.157,0.978
0.050,0.165,0.978
0.051,0.172,0.978
0.052,0.178,0.978
0.053,0.184,0.976
0.054,0.192,0.975
0.055,0.197,0.975
0.056,0.204,0.975
0.057,0.210,0.975
0.058,0.216,0.975
0.059,0.221,0.974
0.060,0.227,0.974
0.061,0.232,0.974
0.062,0.237,0.974
0.063,0.243,0.974
0.064,0.249,0.972
0.065,0.253,0.971
0.066,0.259,0.971
0.067,0.264,0.971
0.068,0.269,0.971
0.069,0.274,0.970
0.070,0.279,0.969
0.071,0.283,0.969
0.072,0.288,0.969
0.073,0.293,0.969
0.074,0.297,0.969
0.075,0.301,0.969
0.076,0.306,0.969
0.077,0.309,0.967
0.078,0.313,0.967
0.079,0.318,0.967
0.080,0.322,0.967
0.081,0.325,0.966
0.082,0.329,0.966
0.083,0.332,0.966
0.084,0.337,0.966
0.085,0.339,0.964
0.086,0.342,0.964
0.087,0.346,0.963
0.088,0.349,0.962
0.089,0.353,0.962
0.090,0.355,0.961
0.091,0.356,0.960
0.092,0.360,0.960
0.093,0.363,0.959
0.094,0.367,0.959
0.095,0.370,0.959
0.096,0.373,0.959
0.097,0.377,0.958
0.098,0.380,0.956
0.099,0.383,0.956
0.100,0.385,0.956
0.101,0.387,0.956
0.102,0.391,0.956
0.103,0.394,0.956
0.104,0.397,0.956
0.105,0.400,0.956
0.106,0.403,0.955
0.107,0.406,0.954
0.108,0.408,0.954
0.109,0.411,0.954
0.110,0.414,0.953
0.111,0.417,0.953
0.112,0.419,0.953
0.113,0.422,0.952
0.114,0.424,0.952
0.115,0.428,0.952
0.116,0.430,0.952
0.117,0.432,0.952
0.118,0.437,0.952
0.119,0.439,0.951
0.120,0.442,0.948
0.121,0.445,0.946
0.122,0.449,0.946
0.123,0.452,0.946
0.124,0.455,0.946
0.125,0.458,0.946
0.126,0.459,0.945
0.127,0.462,0.944
0.128,0.462,0.944
0.129,0.464,0.944
0.130,0.466,0.944
0.131,0.467,0.941
0.132,0.469,0.940
0.133,0.471,0.939
0.134,0.473,0.939
0.135,0.476,0.939
0.136,0.477,0.938
0.137,0.479,0.938
0.138,0.481,0.938
0.139,0.483,0.937
0.140,0.485,0.937
0.141,0.488,0.937
0.142,0.489,0.937
0.143,0.491,0.936
0.144,0.492,0.935
0.145,0.493,0.933
0.146,0.496,0.933
0.147,0.497,0.932
0.148,0.498,0.930
0.149,0.501,0.930
0.150,0.502,0.929
0.151,0.504,0.929
0.152,0.506,0.929
0.153,0.508,0.929
0.154,0.511,0.929
0.155,0.512,0.929
0.156,0.514,0.929
0.157,0.516,0.928
0.158,0.519,0.928
0.159,0.521,0.928
0.160,0.523,0.928
0.161,0.524,0.927
0.162,0.526,0.927
0.163,0.527,0.927
0.164,0.529,0.927
0.165,0.530,0.924
0.166,0.531,0.923
0.167,0.532,0.923
0.168,0.533,0.923
0.169,0.535,0.923
0.170,0.536,0.923
0.171,0.540,0.923
0.172,0.542,0.923
0.173,0.544,0.923
0.174,0.545,0.923
