threshold,true positive rate,false positive rate
0.010,1.000,1.000
0.013,1.000,1.000
0.014,1.000,1.000
0.015,1.000,1.000
0.017,1.000,0.999
0.018,1.000,0.999
0.019,1.000,0.998
0.020,1.000,0.997
0.021,1.000,0.995
0.022,1.000,0.992
0.023,1.000,0.987
0.024,1.000,0.979
0.025,1.000,0.966
0.026,1.000,0.946
0.027,1.000,0.917
0.028,1.000,0.878
0.029,1.000,0.829
0.030,0.998,0.770
0.031,0.998,0.705
0.032,0.998,0.639
0.033,0.998,0.573
0.034,0.997,0.511
0.035,0.995,0.454
0.036,0.995,0.401
0.037,0.993,0.356
0.038,0.993,0.317
0.039,0.992,0.287
0.040,0.991,0.260
0.041,0.987,0.236
0.042,0.987,0.216
0.043,0.987,0.199
0.044,0.986,0.184
0.045,0.986,0.171
0.046,0.986,0.160
0.047,0.984,0.150
0.048,0.980,0.140
0.049,0.978,0.133
0.050,0.978,0.126
0.051,0.978,0.120
0.052,0.978,0.114
0.053,0.976,0.110
0.054,0.975,0.104
0.055,0.975,0.101
0.056,0.975,0.097
0.057,0.975,0.093
0.058,0.975,0.090
0.059,0.974,0.087
0.061,0.974,0.082
0.062,0.974,0.079
0.063,0.974,0.077
0.064,0.972,0.075
0.065,0.971,0.073
0.066,0.971,0.071
0.067,0.971,0.069
0.068,0.971,0.067
0.069,0.970,0.065
0.070,0.969,0.064
0.071,0.969,0.062
0.072,0.969,0.061
0.073,0.969,0.059
0.074,0.969,0.058
0.075,0.969,0.057
0.076,0.969,0.056
0.077,0.967,0.055
0.078,0.967,0.054
0.080,0.967,0.052
0.081,0.966,0.051
0.082,0.966,0.050
0.083,0.966,0.049
0.084,0.966,0.048
0.085,0.964,0.048
0.086,0.964,0.047
0.087,0.963,0.046
0.088,0.962,0.045
0.089,0.962,0.045
0.091,0.960,0.044
0.092,0.960,0.043
0.093,0.959,0.043
0.094,0.959,0.042
0.095,0.959,0.041
0.096,0.959,0.041
0.097,0.958,0.040
0.098,0.956,0.040
0.099,0.956,0.039
0.100,0.956,0.039
0.101,0.956,0.038
0.102,0.956,0.038
0.103,0.956,0.037
0.104,0.956,0.037
0.105,0.956,0.036
0.106,0.955,0.036
0.107,0.954,0.035
0.108,0.954,0.035
0.109,0.954,0.035
0.110,0.953,0.034
0.111,0.953,0.034
0.112,0.953,0.034
0.113,0.952,0.033
0.114,0.952,0.033
0.115,0.952,0.032
0.116,0.952,0.032
0.117,0.952,0.032
0.118,0.952,0.031
0.119,0.951,0.031
0.120,0.948,0.030
0.121,0.946,0.030
0.122,0.946,0.029
0.123,0.946,0.029
0.124,0.946,0.029
0.125,0.946,0.028
0.126,0.945,0.028
0.127,0.944,0.028
0.128,0.944,0.028
0.129,0.944,0.028
0.130,0.944,0.027
0.131,0.941,0.027
0.132,0.940,0.027
0.133,0.939,0.027
0.134,0.939,0.027
0.135,0.939,0.026
0.136,0.938,0.026
0.137,0.938,0.026
0.138,0.938,0.026
0.139,0.937,0.025
0.140,0.937,0.025
0.141,0.937,0.025
0.142,0.937,0.025
0.143,0.936,0.025
0.144,0.935,0.025
0.145,0.933,0.024
0.146,0.933,0.024
0.147,0.932,0.024
0.148,0.930,0.024
0.149,0.930,0.024
0.150,0.929,0.023
0.151,0.929,0.023
0.152,0.929,0.023
0.153,0.929,0.023
0.154,0.929,0.023
0.155,0.929,0.022
0.156,0.929,0.022
0.157,0.928,0.022
0.158,0.928,0.022
0.159,0.928,0.022
0.160,0.928,0.021
0.161,0.927,0.021
0.162,0.927,0.021
0.163,0.927,0.021
0.164,0.927,0.021
0.165,0.924,0.021
0.166,0.923,0.021
0.167,0.923,0.021
0.168,0.923,0.021
0.169,0.923,0.020
0.170,0.923,0.020
0.171,0.923,0.020
0.173,0.923,0.020
0.175,0.923,0.019
0.176,0.923,0.019
0.177,0.923,0.019
0.178,0.923,0.019
0.179,0.923,0.019
0.180,0.923,0.019
0.181,0.923,0.018
0.182,0.923,0.018
0.183,0.923,0.018
0.185,0.923,0.018
0.186,0.923,0.018
0.188,0.921,0.017
0.189,0.921,0.017
0.190,0.920,0.017
0.191,0.918,0.017
0.192,0.916,0.017
0.193,0.916,0.017
0.194,0.916,0.017
0.196,0.915,0.017
0.197,0.913,0.017
0.198,0.913,0.017
0.199,0.912,0.017
0.200,0.912,0.017
0.201,0.912,0.016
0.202,0.912,0.016
0.203,0.912,0.016
0.204,0.912,0.016
0.205,0.912,0.016
0.206,0.912,0.016
0.207,0.912,0.016
0.208,0.912,0.016
0.209,0.912,0.016
0.210,0.912,0.015
0.211,0.910,0.015
0.212,0.910,0.015
0.213,0.910,0.015
0.214,0.910,0.015
0.216,0.910,0.015
0.217,0.910,0.015
0.218,0.909,0.015
0.219,0.909,0.015
0.220,0.909,0.015
0.222,0.909,0.014
0.223,0.909,0.014
0.224,0.909,0.014
0.225,0.909,0.014
0.226,0.909,0.014
0.227,0.907,0.014
0.228,0.907,0.014
0.229,0.906,0.013
0.230,0.906,0.013
0.231,0.906,0.013
0.232,0.906,0.013
0.234,0.906,0.013
0.235,0.906,0.013
0.236,0.906,0.013
0.237,0.906,0.013
0.238,0.906,0.013
0.239,0.906,0.013
0.240,0.906,0.013
0.241,0.906,0.013
0.243,0.906,0.012
0.244,0.905,0.012
0.245,0.904,0.012
0.246,0.904,0.012
0.247,0.902,0.012
0.249,0.902,0.012
0.250,0.901,0.012
0.252,0.901,0.012
0.253,0.901,0.012
0.254,0.900,0.012
0.255,0.900,0.012
0.256,0.900,0.012
0.257,0.900,0.012
0.258,0.899,0.012
0.259,0.897,0.012
0.260,0.896,0.011
0.262,0.896,0.011
0.263,0.894,0.011
0.264,0.893,0.011
0.266,0.893,0.011
0.268,0.892,0.011
0.269,0.891,0.011
0.270,0.891,0.011
0.271,0.891,0.011
0.273,0.891,0.011
0.274,0.890,0.011
0.276,0.890,0.011
0.277,0.890,0.010
0.278,0.890,0.010
0.279,0.889,0.010
0.280,0.889,0.010
0.281,0.889,0.010
0.284,0.889,0.010
0.285,0.889,0.010
0.286,0.889,0.010
0.288,0.889,0.010
0.290,0.886,0.010
0.292,0.886,0.010
0.293,0.886,0.010
0.294,0.886,0.010
0.295,0.886,0.010
0.296,0.885,0.010
0.297,0.885,0.010
0.298,0.885,0.010
0.299,0.884,0.010
0.300,0.884,0.009
0.303,0.884,0.009
0.304,0.883,0.009
0.306,0.883,0.009
0.307,0.883,0.009
0.309,0.883,0.009
0.312,0.882,0.009
0.313,0.882,0.009
0.314,0.882,0.009
0.315,0.881,0.009
0.316,0.881,0.009
0.317,0.881,0.009
0.318,0.881,0.009
0.319,0.879,0.009
0.322,0.879,0.009
0.323,0.878,0.009
0.324,0.876,0.009
0.326,0.876,0.009
0.327,0.874,0.008
0.329,0.874,0.008
0.330,0.874,0.008
0.331,0.873,0.008
0.333,0.873,0.008
0.334,0.873,0.008
0.335,0.873,0.008
0.336,0.871,0.008
0.337,0.871,0.008
0.338,0.871,0.008
0.339,0.870,0.008
0.341,0.870,0.008
0.342,0.870,0.008
0.343,0.870,0.008
0.344,0.870,0.008
0.345,0.870,0.008
0.346,0.869,0.008
0.347,0.869,0.008
0.348,0.869,0.008
0.350,0.869,0.008
0.353,0.869,0.007
0.354,0.869,0.007
0.355,0.868,0.007
0.357,0.868,0.007
0.360,0.868,0.007
0.361,0.868,0.007
0.362,0.867,0.007
0.363,0.867,0.007
0.365,0.866,0.007
0.368,0.866,0.007
0.370,0.865,0.007
0.372,0.865,0.007
0.374,0.865,0.007
0.375,0.862,0.007
0.376,0.860,0.007
0.377,0.860,0.007
0.379,0.860,0.007
0.382,0.860,0.007
0.384,0.859,0.006
0.385,0.859,0.006
0.386,0.858,0.006
0.388,0.858,0.006
0.391,0.858,0.006
0.397,0.858,0.006
