threshold,precision,recall
0.010,0.025,1.000
0.012,0.025,1.000
0.013,0.025,1.000
0.014,0.025,1.000
0.015,0.025,1.000
0.016,0.025,1.000
0.017,0.025,1.000
0.018,0.025,1.000
0.019,0.025,1.000
0.020,0.025,1.000
0.021,0.025,1.000
0.022,0.025,1.000
0.023,0.025,1.000
0.024,0.025,1.000
0.025,0.025,1.000
0.026,0.025,1.000
0.027,0.026,1.000
0.028,0.026,1.000
0.029,0.027,1.000
0.030,0.028,1.000
0.031,0.029,1.000
0.032,0.031,1.000
0.033,0.034,0.998
0.034,0.036,0.998
0.035,0.040,0.998
0.036,0.043,0.997
0.037,0.047,0.994
0.038,0.051,0.993
0.039,0.056,0.993
0.040,0.061,0.993
0.041,0.066,0.993
0.042,0.072,0.993
0.043,0.077,0.992
0.044,0.082,0.991
0.045,0.088,0.991
0.046,0.094,0.991
0.047,0.100,0.991
0.048,0.105,0.991
0.049,0.111,0.991
0.050,0.116,0.990
0.051,0.122,0.990
0.052,0.127,0.985
0.053,0.133,0.985
0.054,0.138,0.985
0.055,0.143,0.984
0.056,0.148,0.984
0.057,0.154,0.982
0.058,0.159,0.982
0.059,0.164,0.980
0.060,0.169,0.980
0.061,0.173,0.979
0.062,0.177,0.978
0.063,0.182,0.977
0.064,0.186,0.977
0.065,0.190,0.977
0.066,0.195,0.977
0.067,0.200,0.977
0.068,0.205,0.977
0.069,0.209,0.977
0.070,0.215,0.977
0.071,0.220,0.975
0.072,0.224,0.975
0.073,0.228,0.975
0.074,0.231,0.972
0.075,0.235,0.972
0.076,0.239,0.971
0.077,0.244,0.971
0.078,0.249,0.971
0.079,0.252,0.969
0.080,0.255,0.969
0.081,0.260,0.969
0.082,0.265,0.969
0.083,0.268,0.969
0.084,0.273,0.968
0.085,0.277,0.967
0.086,0.281,0.966
0.087,0.285,0.966
0.088,0.289,0.964
0.089,0.292,0.962
0.090,0.295,0.962
0.091,0.299,0.961
0.092,0.303,0.961
0.093,0.307,0.961
0.094,0.311,0.961
0.095,0.314,0.961
0.096,0.318,0.961
0.097,0.321,0.961
0.098,0.325,0.961
0.099,0.329,0.961
0.100,0.333,0.961
0.101,0.336,0.960
0.102,0.339,0.959
0.103,0.342,0.959
0.104,0.343,0.958
0.105,0.346,0.956
0.106,0.349,0.955
0.107,0.352,0.955
0.108,0.356,0.955
0.109,0.359,0.955
0.110,0.362,0.955
0.111,0.365,0.955
0.112,0.368,0.954
0.113,0.372,0.954
0.114,0.375,0.954
0.115,0.378,0.954
0.116,0.381,0.954
0.117,0.384,0.954
0.118,0.387,0.954
0.119,0.388,0.954
0.120,0.391,0.954
0.121,0.392,0.954
0.122,0.394,0.953
0.123,0.396,0.953
0.124,0.400,0.952
0.125,0.403,0.952
0.126,0.405,0.952
0.127,0.406,0.952
0.128,0.409,0.952
0.129,0.413,0.952
0.130,0.414,0.952
0.131,0.417,0.952
0.132,0.421,0.952
0.133,0.424,0.952
0.134,0.426,0.952
0.135,0.428,0.952
0.136,0.431,0.952
0.137,0.433,0.952
0.138,0.436,0.951
0.139,0.437,0.951
0.140,0.441,0.951
0.141,0.443,0.951
0.142,0.443,0.949
0.143,0.446,0.948
0.144,0.449,0.947
0.145,0.453,0.947
0.146,0.456,0.947
0.147,0.458,0.946
0.148,0.458,0.945
0.149,0.461,0.945
0.150,0.464,0.945
0.151,0.465,0.945
0.152,0.467,0.945
0.153,0.470,0.945
0.154,0.473,0.945
0.155,0.475,0.943
0.156,0.477,0.943
0.157,0.479,0.943
0.158,0.482,0.943
0.159,0.484,0.941
0.160,0.486,0.939
0.161,0.489,0.938
0.162,0.491,0.938
0.163,0.492,0.938
0.164,0.495,0.938
0.165,0.495,0.937
0.166,0.496,0.937
0.167,0.498,0.936
0.168,0.500,0.935
0.169,0.502,0.935
0.170,0.503,0.935
0.171,0.506,0.935
0.172,0.509,0.935
0.173,0.510,0.933
0.174,0.512,0.933
0.175,0.514,0.933
0.176,0.516,0.932
0.177,0.517,0.932
0.178,0.518,0.931
0.179,0.520,0.931
0.180,0.521,0.931
0.181,0.522,0.931
0.182,0.524,0.931
0.183,0.525,0.929
0.184,0.529,0.927
0.185,0.531,0.927
0.186,0.532,0.927
0.187,0.534,0.927
0.188,0.536,0.927
0.189,0.537,0.927
0.190,0.538,0.925
0.191,0.540,0.925
0.192,0.541,0.925
0.193,0.542,0.925
0.194,0.545,0.925
0.195,0.546,0.925
0.196,0.549,0.925
0.198,0.551,0.925
0.199,0.554,0.925
0.200,0.557,0.925
0.201,0.559,0.925
0.202,0.562,0.925
0.203,0.563,0.925
0.204,0.565,0.925
0.205,0.567,0.924
0.206,0.569,0.924
0.207,0.569,0.924
0.208,0.571,0.924
0.209,0.572,0.924
0.210,0.574,0.924
0.211,0.576,0.924
0.212,0.579,0.924
0.213,0.580,0.924
0.214,0.582,0.924
0.215,0.584,0.924
0.216,0.586,0.923
0.217,0.588,0.923
0.218,0.590,0.923
0.219,0.592,0.922
0.220,0.594,0.922
0.222,0.597,0.922
0.223,0.598,0.921
0.224,0.599,0.921
0.225,0.601,0.921
0.226,0.603,0.921
0.227,0.604,0.921
0.228,0.605,0.921
0.229,0.605,0.920
0.230,0.607,0.920
0.231,0.608,0.918
0.232,0.608,0.918
0.233,0.609,0.918
0.234,0.612,0.918
0.235,0.613,0.918
0.236,0.613,0.917
0.237,0.615,0.917
0.238,0.615,0.917
0.239,0.616,0.917
0.240,0.617,0.917
0.241,0.619,0.917
0.242,0.620,0.915
0.243,0.621,0.915
0.244,0.624,0.915
0.245,0.624,0.915
0.246,0.628,0.915
0.247,0.629,0.914
0.248,0.629,0.913
0.249,0.630,0.913
0.250,0.631,0.913
0.251,0.632,0.913
0.252,0.633,0.913
0.253,0.634,0.913
0.254,0.635,0.913
0.255,0.637,0.913
0.256,0.638,0.913
0.257,0.639,0.913
0.258,0.640,0.913
0.259,0.640,0.913
0.260,0.641,0.912
0.261,0.642,0.912
0.262,0.643,0.912
0.263,0.644,0.910
0.264,0.645,0.910
0.265,0.646,0.910
0.266,0.646,0.910
0.267,0.647,0.910
0.268,0.648,0.910
0.269,0.649,0.910
0.270,0.650,0.910
0.271,0.651,0.909
0.272,0.652,0.909
0.273,0.654,0.909
0.274,0.656,0.908
0.275,0.657,0.908
0.276,0.657,0.907
0.277,0.659,0.907
0.278,0.660,0.907
0.279,0.660,0.906
0.280,0.660,0.905
0.281,0.662,0.905
0.282,0.662,0.904
0.283,0.663,0.904
0.284,0.663,0.902
0.285,0.663,0.902
