precision,recall
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.026,1.000
0.026,1.000
0.027,1.000
0.028,1.000
0.029,1.000
0.031,1.000
0.034,0.998
0.036,0.998
0.040,0.998
0.043,0.997
0.047,0.994
0.051,0.993
0.056,0.993
0.061,0.993
0.066,0.993
0.072,0.993
0.077,0.992
0.082,0.991
0.088,0.991
0.094,0.991
0.100,0.991
0.105,0.991
0.111,0.991
0.116,0.990
0.122,0.990
0.127,0.985
0.133,0.985
0.138,0.985
0.143,0.984
0.148,0.984
0.154,0.982
0.159,0.982
0.164,0.980
0.169,0.980
0.173,0.979
0.177,0.978
0.182,0.977
0.186,0.977
0.190,0.977
0.195,0.977
0.200,0.977
0.205,0.977
0.209,0.977
0.215,0.977
0.220,0.975
0.224,0.975
0.228,0.975
0.231,0.972
0.235,0.972
0.239,0.971
0.244,0.971
0.249,0.971
0.252,0.969
0.255,0.969
0.260,0.969
0.265,0.969
0.268,0.969
0.273,0.968
0.277,0.967
0.281,0.966
0.285,0.966
0.289,0.964
0.292,0.962
0.295,0.962
0.299,0.961
0.303,0.961
0.307,0.961
0.311,0.961
0.314,0.961
0.318,0.961
0.321,0.961
0.325,0.961
0.329,0.961
0.333,0.961
0.336,0.960
0.339,0.959
0.342,0.959
0.343,0.958
0.346,0.956
0.349,0.955
0.352,0.955
0.356,0.955
0.359,0.955
0.362,0.955
0.365,0.955
0.368,0.954
0.372,0.954
0.375,0.954
0.378,0.954
0.381,0.954
0.384,0.954
0.387,0.954
0.388,0.954
0.391,0.954
0.392,0.954
0.394,0.953
0.396,0.953
0.400,0.952
0.403,0.952
0.405,0.952
0.406,0.952
0.409,0.952
0.413,0.952
0.414,0.952
0.417,0.952
0.421,0.952
0.424,0.952
0.426,0.952
0.428,0.952
0.431,0.952
0.433,0.952
0.436,0.951
0.437,0.951
0.441,0.951
0.443,0.951
0.443,0.949
0.446,0.948
0.449,0.947
0.453,0.947
0.456,0.947
0.458,0.946
0.458,0.945
0.461,0.945
0.464,0.945
0.465,0.945
0.467,0.945
0.470,0.945
0.473,0.945
0.475,0.943
0.477,0.943
0.479,0.943
0.482,0.943
0.484,0.941
0.486,0.939
0.489,0.938
0.491,0.938
0.492,0.938
0.495,0.938
0.495,0.937
0.496,0.937
0.498,0.936
0.500,0.935
0.502,0.935
0.503,0.935
0.506,0.935
0.509,0.935
0.510,0.933
0.512,0.933
0.514,0.933
0.516,0.932
0.517,0.932
0.518,0.931
0.520,0.931
0.521,0.931
0.522,0.931
0.524,0.931
0.525,0.929
0.529,0.927
0.531,0.927
0.532,0.927
0.534,0.927
0.536,0.927
0.537,0.927
0.538,0.925
0.540,0.925
0.541,0.925
0.542,0.925
0.545,0.925
0.546,0.925
0.549,0.925
0.551,0.925
0.554,0.925
0.557,0.925
0.559,0.925
0.562,0.925
0.563,0.925
0.565,0.925
0.567,0.924
0.569,0.924
