threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2392
0.0300,0.2211
0.0400,0.2695
0.0500,0.2826
0.0600,0.3061
0.0700,0.3173
0.0800,0.3464
0.0900,0.3760
0.1000,0.3983
0.1100,0.4083
0.1200,0.4265
0.1300,0.4295
0.1400,0.4321
0.1500,0.4343
0.1600,0.4520
0.1700,0.4638
0.1800,0.4733
0.1900,0.4912
0.2000,0.4873
0.2100,0.5109
0.2200,0.5204
0.2300,0.5253
0.2400,0.5314
0.2500,0.5569
0.2600,0.5595
0.2700,0.5641
0.2800,0.5868
0.2900,0.5935
0.3000,0.6007
0.3100,0.5983
0.3200,0.5970
0.3300,0.6079
0.3400,0.6062
0.3500,0.6185
0.3600,0.6277
0.3700,0.6393
0.3800,0.6473
0.3900,0.6559
0.4000,0.6666
0.4100,0.6704
0.4200,0.6845
0.4300,0.6861
0.4400,0.7001
0.4500,0.7105
0.4600,0.7294
0.4700,0.7268
0.4800,0.7398
0.4900,0.7451
0.5000,0.7590
0.5100,0.7578
0.5200,0.7544
0.5300,0.7652
0.5400,0.7708
0.5500,0.7679
0.5600,0.7636
0.5700,0.7594
0.5800,0.7668
0.5900,0.7823
0.6000,0.7913
0.6100,0.7765
0.6200,0.7839
0.6300,0.7835
0.6400,0.7810
0.6500,0.7798
0.6600,0.7850
0.6700,0.7860
0.6800,0.7803
0.6900,0.7819
0.7000,0.7645
0.7100,0.7589
0.7200,0.7556
0.7300,0.7461
0.7400,0.7369
0.7500,0.7287
0.7600,0.7220
0.7700,0.7149
0.7800,0.7135
0.7900,0.7081
0.8000,0.7017
0.8100,0.7037
0.8200,0.6945
0.8300,0.6833
0.8400,0.6743
0.8500,0.6642
0.8600,0.6569
0.8700,0.6395
0.8800,0.6261
0.8900,0.6027
0.9000,0.5448
0.9100,0.4791
0.9200,0.4139
0.9300,0.3230
0.9400,0.2443
0.9500,0.1743
0.9600,0.0992
0.9700,0.0381
0.9800,0.0113
0.9900,0.0021
1.0000,0.0000
