threshold,iou
0.0000,0.2381
0.0100,0.0894
0.0200,0.0998
0.0300,0.3023
0.0400,0.4951
0.0500,0.6321
0.0600,0.6788
0.0700,0.6941
0.0800,0.7050
0.0900,0.7167
0.1000,0.7131
0.1100,0.7111
0.1200,0.7116
0.1300,0.7122
0.1400,0.7126
0.1500,0.7181
0.1600,0.7154
0.1700,0.7181
0.1800,0.7135
0.1900,0.7099
0.2000,0.7036
0.2100,0.7065
0.2200,0.7045
0.2300,0.7038
0.2400,0.7033
0.2500,0.6989
0.2600,0.6983
0.2700,0.6955
0.2800,0.6938
0.2900,0.6874
0.3000,0.6882
0.3100,0.6882
0.3200,0.6866
0.3300,0.6910
0.3400,0.6912
0.3500,0.6972
0.3600,0.6961
0.3700,0.6926
0.3800,0.6926
0.3900,0.6900
0.4000,0.6879
0.4100,0.6889
0.4200,0.6889
0.4300,0.6851
0.4400,0.6902
0.4500,0.6873
0.4600,0.6861
0.4700,0.6840
0.4800,0.6831
0.4900,0.6791
0.5000,0.6795
0.5100,0.6795
0.5200,0.6763
0.5300,0.6751
0.5400,0.6765
0.5500,0.6730
0.5600,0.6682
0.5700,0.6673
0.5800,0.6640
0.5900,0.6640
0.6000,0.6561
0.6100,0.6557
0.6200,0.6517
0.6300,0.6498
0.6400,0.6489
0.6500,0.6464
0.6600,0.6401
0.6700,0.6394
0.6800,0.6361
0.6900,0.6339
0.7000,0.6314
0.7100,0.6210
0.7200,0.6125
0.7300,0.6060
0.7400,0.5958
0.7500,0.5857
0.7600,0.5648
0.7700,0.5312
0.7800,0.4790
0.7900,0.4651
0.8000,0.4596
0.8100,0.4523
0.8200,0.4460
0.8300,0.4319
0.8400,0.4198
0.8500,0.4099
0.8600,0.4056
0.8700,0.4023
0.8800,0.3934
0.8900,0.3744
0.9000,0.3644
0.9100,0.3367
0.9200,0.3148
0.9300,0.2834
0.9400,0.2346
0.9500,0.1505
0.9600,0.0666
0.9700,0.0126
0.9800,0.0000
0.9900,0.0000
1.0000,0.0000
