threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2317
0.0300,0.2119
0.0400,0.2378
0.0500,0.2763
0.0600,0.3017
0.0700,0.3174
0.0800,0.3247
0.0900,0.3396
0.1000,0.3719
0.1100,0.3883
0.1200,0.4147
0.1300,0.4189
0.1400,0.4236
0.1500,0.4330
0.1600,0.4492
0.1700,0.4508
0.1800,0.4527
0.1900,0.4792
0.2000,0.4881
0.2100,0.4944
0.2200,0.5120
0.2300,0.5051
0.2400,0.5056
0.2500,0.5070
0.2600,0.4946
0.2700,0.5236
0.2800,0.5327
0.2900,0.5339
0.3000,0.5420
0.3100,0.5567
0.3200,0.5534
0.3300,0.5700
0.3400,0.5804
0.3500,0.5768
0.3600,0.5811
0.3700,0.5803
0.3800,0.6003
0.3900,0.6135
0.4000,0.6202
0.4100,0.6203
0.4200,0.6328
0.4300,0.6351
0.4400,0.6590
0.4500,0.6594
0.4600,0.6587
0.4700,0.6448
0.4800,0.6494
0.4900,0.6558
0.5000,0.6696
0.5100,0.6710
0.5200,0.6887
0.5300,0.6992
0.5400,0.7093
0.5500,0.7032
0.5600,0.6893
0.5700,0.6780
0.5800,0.6825
0.5900,0.6821
0.6000,0.6842
0.6100,0.6912
0.6200,0.6959
0.6300,0.7059
0.6400,0.7098
0.6500,0.7044
0.6600,0.7099
0.6700,0.7147
0.6800,0.7112
0.6900,0.7187
0.7000,0.7134
0.7100,0.7082
0.7200,0.7150
0.7300,0.7160
0.7400,0.7145
0.7500,0.7055
0.7600,0.7090
0.7700,0.7013
0.7800,0.6856
0.7900,0.6674
0.8000,0.6668
0.8100,0.6613
0.8200,0.6499
0.8300,0.6418
0.8400,0.6352
0.8500,0.6244
0.8600,0.6107
0.8700,0.5929
0.8800,0.5678
0.8900,0.5211
0.9000,0.4814
0.9100,0.4312
0.9200,0.3678
0.9300,0.3047
0.9400,0.2068
0.9500,0.1268
0.9600,0.0701
0.9700,0.0293
0.9800,0.0017
0.9900,0.0000
1.0000,0.0000
