threshold,precision,recall
0.011,0.025,1.000
0.012,0.025,1.000
0.013,0.025,1.000
0.014,0.025,1.000
0.015,0.025,1.000
0.016,0.025,1.000
0.017,0.025,0.999
0.018,0.025,0.999
0.019,0.025,0.999
0.020,0.025,0.998
0.021,0.025,0.998
0.022,0.025,0.998
0.023,0.026,0.998
0.024,0.026,0.997
0.025,0.027,0.997
0.026,0.027,0.995
0.027,0.029,0.995
0.028,0.030,0.993
0.029,0.032,0.989
0.030,0.034,0.980
0.031,0.037,0.979
0.032,0.041,0.974
0.033,0.045,0.968
0.034,0.051,0.964
0.035,0.056,0.962
0.036,0.063,0.962
0.037,0.070,0.961
0.038,0.078,0.959
0.039,0.087,0.958
0.040,0.095,0.956
0.041,0.105,0.954
0.042,0.114,0.954
0.043,0.124,0.949
0.044,0.133,0.947
0.045,0.142,0.944
0.046,0.152,0.944
0.047,0.162,0.939
0.048,0.171,0.937
0.049,0.180,0.937
0.050,0.190,0.937
0.051,0.197,0.935
0.052,0.206,0.930
0.053,0.216,0.927
0.054,0.226,0.927
0.055,0.234,0.924
0.056,0.242,0.924
0.057,0.250,0.921
0.058,0.257,0.918
0.059,0.266,0.916
0.060,0.272,0.913
0.061,0.280,0.910
0.062,0.287,0.910
0.063,0.295,0.910
0.064,0.302,0.910
0.065,0.308,0.907
0.066,0.313,0.907
0.067,0.322,0.905
0.068,0.328,0.905
0.069,0.334,0.902
0.070,0.337,0.902
0.071,0.341,0.899
0.072,0.347,0.897
0.073,0.353,0.896
0.074,0.358,0.894
0.075,0.363,0.894
0.076,0.369,0.892
0.077,0.371,0.891
0.078,0.377,0.891
0.079,0.383,0.890
0.080,0.387,0.887
0.081,0.393,0.887
0.082,0.396,0.886
0.083,0.400,0.885
0.084,0.406,0.885
0.085,0.411,0.885
0.086,0.417,0.885
0.087,0.421,0.884
0.088,0.427,0.883
0.089,0.431,0.883
0.090,0.435,0.882
0.091,0.439,0.881
0.092,0.443,0.879
0.093,0.448,0.879
0.094,0.451,0.878
0.095,0.456,0.877
0.096,0.459,0.877
0.097,0.464,0.877
0.098,0.468,0.877
0.099,0.472,0.877
0.100,0.475,0.877
0.101,0.479,0.877
0.102,0.481,0.876
0.103,0.486,0.876
0.104,0.489,0.876
0.105,0.493,0.876
0.106,0.494,0.875
0.107,0.497,0.875
0.108,0.501,0.873
0.109,0.503,0.871
0.110,0.506,0.871
0.111,0.508,0.870
0.112,0.510,0.870
0.113,0.515,0.870
0.114,0.519,0.869
0.115,0.521,0.868
0.116,0.524,0.867
0.117,0.527,0.867
0.118,0.529,0.867
0.119,0.533,0.867
0.120,0.538,0.867
0.121,0.540,0.867
0.122,0.543,0.867
0.123,0.546,0.867
0.124,0.550,0.866
0.125,0.554,0.865
0.126,0.559,0.865
0.127,0.561,0.865
0.128,0.564,0.863
0.129,0.565,0.863
0.130,0.566,0.863
0.131,0.568,0.863
0.132,0.569,0.863
0.133,0.571,0.862
0.134,0.573,0.862
0.135,0.573,0.861
0.136,0.576,0.860
0.137,0.578,0.860
0.138,0.580,0.860
0.139,0.582,0.860
0.140,0.583,0.859
0.141,0.586,0.855
0.142,0.588,0.855
0.143,0.590,0.854
0.144,0.593,0.854
0.145,0.597,0.854
0.146,0.599,0.854
0.147,0.599,0.853
0.148,0.601,0.853
0.149,0.603,0.853
0.150,0.605,0.853
0.151,0.607,0.853
0.152,0.607,0.852
0.153,0.609,0.851
0.154,0.610,0.851
0.155,0.612,0.850
0.156,0.613,0.850
0.157,0.614,0.850
0.158,0.616,0.850
0.159,0.618,0.850
0.160,0.620,0.850
0.161,0.622,0.850
0.162,0.625,0.850
0.163,0.627,0.850
0.164,0.628,0.848
0.165,0.630,0.848
0.166,0.634,0.848
0.167,0.637,0.848
0.168,0.638,0.847
0.169,0.639,0.847
0.170,0.641,0.846
0.171,0.643,0.846
0.172,0.644,0.846
0.173,0.645,0.846
0.174,0.646,0.845
0.175,0.648,0.844
0.176,0.650,0.843
0.177,0.651,0.842
0.178,0.652,0.840
0.179,0.652,0.839
0.180,0.653,0.839
0.181,0.654,0.839
0.182,0.656,0.839
0.183,0.657,0.839
