threshold,true positive rate,false positive rate
0.011,1.000,1.000
0.012,1.000,1.000
0.013,1.000,1.000
0.014,1.000,0.999
0.015,1.000,0.999
0.016,1.000,0.998
0.017,0.999,0.997
0.018,0.999,0.995
0.019,0.999,0.992
0.020,0.998,0.988
0.021,0.998,0.982
0.022,0.998,0.975
0.023,0.998,0.962
0.024,0.997,0.946
0.025,0.997,0.925
0.026,0.995,0.897
0.027,0.995,0.860
0.028,0.993,0.814
0.029,0.989,0.759
0.030,0.980,0.699
0.031,0.979,0.638
0.032,0.974,0.578
0.033,0.968,0.518
0.034,0.964,0.459
0.035,0.962,0.408
0.036,0.962,0.363
0.037,0.961,0.323
0.038,0.959,0.286
0.039,0.958,0.256
0.040,0.956,0.230
0.041,0.954,0.206
0.042,0.954,0.187
0.043,0.949,0.170
0.044,0.947,0.156
0.045,0.944,0.144
0.046,0.944,0.133
0.047,0.939,0.124
0.048,0.937,0.115
0.049,0.937,0.109
0.050,0.937,0.102
0.051,0.935,0.096
0.052,0.930,0.091
0.053,0.927,0.085
0.054,0.927,0.081
0.055,0.924,0.077
0.056,0.924,0.073
0.057,0.921,0.070
0.058,0.918,0.067
0.059,0.916,0.064
0.060,0.913,0.062
0.061,0.910,0.059
0.062,0.910,0.057
0.063,0.910,0.055
0.064,0.910,0.053
0.065,0.907,0.052
0.066,0.907,0.050
0.067,0.905,0.048
0.068,0.905,0.047
0.069,0.902,0.046
0.070,0.902,0.045
0.071,0.899,0.044
0.072,0.897,0.043
0.073,0.896,0.042
0.074,0.894,0.041
0.075,0.894,0.040
0.076,0.892,0.039
0.077,0.891,0.038
0.078,0.891,0.037
0.079,0.890,0.036
0.080,0.887,0.036
0.081,0.887,0.035
0.082,0.886,0.034
0.083,0.885,0.034
0.084,0.885,0.033
0.086,0.885,0.031
0.087,0.884,0.031
0.088,0.883,0.030
0.089,0.883,0.030
0.090,0.882,0.029
0.091,0.881,0.029
0.092,0.879,0.028
0.093,0.879,0.028
0.094,0.878,0.027
0.095,0.877,0.027
0.096,0.877,0.026
0.097,0.877,0.026
0.098,0.877,0.025
0.099,0.877,0.025
0.100,0.877,0.025
0.101,0.877,0.024
0.102,0.876,0.024
0.103,0.876,0.024
0.104,0.876,0.023
0.105,0.876,0.023
0.106,0.875,0.023
0.107,0.875,0.022
0.108,0.873,0.022
0.109,0.871,0.022
0.110,0.871,0.022
0.111,0.870,0.021
0.112,0.870,0.021
0.113,0.870,0.021
0.114,0.869,0.020
0.115,0.868,0.020
0.116,0.867,0.020
0.117,0.867,0.020
0.118,0.867,0.020
0.119,0.867,0.019
0.120,0.867,0.019
0.121,0.867,0.019
0.123,0.867,0.018
0.124,0.866,0.018
