precision,recall
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,0.999
0.025,0.999
0.025,0.999
0.025,0.998
0.025,0.998
0.025,0.998
0.026,0.998
0.026,0.997
0.027,0.997
0.027,0.995
0.029,0.995
0.030,0.993
0.032,0.989
0.034,0.980
0.037,0.979
0.041,0.974
0.045,0.968
0.051,0.964
0.056,0.962
0.063,0.962
0.070,0.961
0.078,0.959
0.087,0.958
0.095,0.956
0.105,0.954
0.114,0.954
0.124,0.949
0.133,0.947
0.142,0.944
0.152,0.944
0.162,0.939
0.171,0.937
0.180,0.937
0.190,0.937
0.197,0.935
0.206,0.930
0.216,0.927
0.226,0.927
0.234,0.924
0.242,0.924
0.250,0.921
0.257,0.918
0.266,0.916
0.272,0.913
0.280,0.910
0.287,0.910
0.295,0.910
0.302,0.910
0.308,0.907
0.313,0.907
0.322,0.905
0.328,0.905
0.334,0.902
0.337,0.902
0.341,0.899
0.347,0.897
0.353,0.896
0.358,0.894
0.363,0.894
0.369,0.892
0.371,0.891
0.377,0.891
0.383,0.890
0.387,0.887
0.393,0.887
0.396,0.886
0.400,0.885
0.406,0.885
0.411,0.885
0.417,0.885
0.421,0.884
0.427,0.883
0.431,0.883
0.435,0.882
0.439,0.881
0.443,0.879
0.448,0.879
0.451,0.878
0.456,0.877
0.459,0.877
0.464,0.877
0.468,0.877
0.472,0.877
0.475,0.877
0.479,0.877
0.481,0.876
0.486,0.876
0.489,0.876
0.493,0.876
0.494,0.875
0.497,0.875
0.501,0.873
0.503,0.871
0.506,0.871
0.508,0.870
0.510,0.870
0.515,0.870
0.519,0.869
0.521,0.868
0.524,0.867
0.527,0.867
0.529,0.867
0.533,0.867
0.538,0.867
0.540,0.867
0.543,0.867
0.546,0.867
0.550,0.866
0.554,0.865
0.559,0.865
0.561,0.865
0.564,0.863
0.565,0.863
0.566,0.863
0.568,0.863
0.569,0.863
0.571,0.862
0.573,0.862
0.573,0.861
0.576,0.860
0.578,0.860
0.580,0.860
0.582,0.860
0.583,0.859
0.586,0.855
0.588,0.855
0.590,0.854
0.593,0.854
0.597,0.854
0.599,0.854
0.599,0.853
0.601,0.853
0.603,0.853
0.605,0.853
0.607,0.853
0.607,0.852
0.609,0.851
0.610,0.851
0.612,0.850
0.613,0.850
0.614,0.850
0.616,0.850
0.618,0.850
0.620,0.850
0.622,0.850
0.625,0.850
0.627,0.850
0.628,0.848
0.630,0.848
0.634,0.848
0.637,0.848
0.638,0.847
0.639,0.847
0.641,0.846
0.643,0.846
0.644,0.846
0.645,0.846
0.646,0.845
0.648,0.844
0.650,0.843
0.651,0.842
0.652,0.840
0.652,0.839
0.653,0.839
0.654,0.839
0.656,0.839
0.657,0.839
0.658,0.839
0.659,0.839
0.662,0.839
0.663,0.839
0.665,0.839
0.665,0.838
0.666,0.837
0.671,0.837
0.674,0.837
0.675,0.837
0.677,0.837
0.677,0.836
0.678,0.836
0.678,0.836
0.680,0.836
0.681,0.836
0.682,0.836
0.684,0.836
0.686,0.835
0.688,0.835
0.690,0.835
0.692,0.835
