threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2382
0.0300,0.2285
0.0400,0.2653
0.0500,0.2738
0.0600,0.3101
0.0700,0.3300
0.0800,0.3598
0.0900,0.3529
0.1000,0.3721
0.1100,0.3840
0.1200,0.3997
0.1300,0.4200
0.1400,0.4398
0.1500,0.4511
0.1600,0.4475
0.1700,0.4574
0.1800,0.4621
0.1900,0.4738
0.2000,0.4936
0.2100,0.4936
0.2200,0.5169
0.2300,0.5327
0.2400,0.5335
0.2500,0.5505
0.2600,0.5548
0.2700,0.5649
0.2800,0.5711
0.2900,0.5737
0.3000,0.5888
0.3100,0.5897
0.3200,0.5952
0.3300,0.5945
0.3400,0.5839
0.3500,0.5747
0.3600,0.5935
0.3700,0.6051
0.3800,0.6065
0.3900,0.6177
0.4000,0.6353
0.4100,0.6661
0.4200,0.6760
0.4300,0.6819
0.4400,0.6778
0.4500,0.6861
0.4600,0.7037
0.4700,0.7001
0.4800,0.7027
0.4900,0.7268
0.5000,0.7322
0.5100,0.7373
0.5200,0.7494
0.5300,0.7437
0.5400,0.7529
0.5500,0.7683
0.5600,0.7829
0.5700,0.7906
0.5800,0.7894
0.5900,0.7948
0.6000,0.7892
0.6100,0.7941
0.6200,0.7942
0.6300,0.7931
0.6400,0.7867
0.6500,0.7814
0.6600,0.7836
0.6700,0.7935
0.6800,0.7880
0.6900,0.7749
0.7000,0.7722
0.7100,0.7608
0.7200,0.7756
0.7300,0.7824
0.7400,0.7600
0.7500,0.7528
0.7600,0.7474
0.7700,0.7426
0.7800,0.7337
0.7900,0.7381
0.8000,0.7343
0.8100,0.7136
0.8200,0.7089
0.8300,0.6997
0.8400,0.6948
0.8500,0.6871
0.8600,0.6777
0.8700,0.6603
0.8800,0.6459
0.8900,0.6402
0.9000,0.6244
0.9100,0.6075
0.9200,0.5821
0.9300,0.5405
0.9400,0.4585
0.9500,0.3288
0.9600,0.1908
0.9700,0.0732
0.9800,0.0150
0.9900,0.0000
1.0000,0.0000
