threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2382
0.0300,0.2219
0.0400,0.2324
0.0500,0.2519
0.0600,0.2754
0.0700,0.2837
0.0800,0.2870
0.0900,0.2897
0.1000,0.2944
0.1100,0.2922
0.1200,0.2930
0.1300,0.2970
0.1400,0.2943
0.1500,0.2928
0.1600,0.2905
0.1700,0.2886
0.1800,0.2927
0.1900,0.2965
0.2000,0.3023
0.2100,0.3017
0.2200,0.3134
0.2300,0.3143
0.2400,0.3307
0.2500,0.3319
0.2600,0.3346
0.2700,0.3349
0.2800,0.3427
0.2900,0.3446
0.3000,0.3451
0.3100,0.3456
0.3200,0.3463
0.3300,0.3474
0.3400,0.3394
0.3500,0.3438
0.3600,0.3494
0.3700,0.3466
0.3800,0.3496
0.3900,0.3531
0.4000,0.3733
0.4100,0.3888
0.4200,0.3995
0.4300,0.3983
0.4400,0.4023
0.4500,0.4023
0.4600,0.4101
0.4700,0.4131
0.4800,0.4112
0.4900,0.4090
0.5000,0.4185
0.5100,0.4197
0.5200,0.4229
0.5300,0.4244
0.5400,0.4227
0.5500,0.4273
0.5600,0.4228
0.5700,0.4250
0.5800,0.4648
0.5900,0.4750
0.6000,0.5019
0.6100,0.5190
0.6200,0.5096
0.6300,0.5254
0.6400,0.5173
0.6500,0.5108
0.6600,0.5152
0.6700,0.5200
0.6800,0.5194
0.6900,0.5276
0.7000,0.5249
0.7100,0.5214
0.7200,0.5168
0.7300,0.4952
0.7400,0.4945
0.7500,0.5172
0.7600,0.5103
0.7700,0.5616
0.7800,0.6068
0.7900,0.6410
0.8000,0.6296
0.8100,0.6133
0.8200,0.6193
0.8300,0.6203
0.8400,0.5927
0.8500,0.5885
0.8600,0.5732
0.8700,0.5518
0.8800,0.5147
0.8900,0.4868
0.9000,0.4166
0.9100,0.3602
0.9200,0.2999
0.9300,0.2187
0.9400,0.1793
0.9500,0.1075
0.9600,0.0548
0.9700,0.0276
0.9800,0.0064
0.9900,0.0024
1.0000,0.0000
