threshold,iou
0.0000,0.2381
0.0100,0.2393
0.0200,0.2296
0.0300,0.1754
0.0400,0.2504
0.0500,0.3341
0.0600,0.3490
0.0700,0.3578
0.0800,0.3649
0.0900,0.3625
0.1000,0.3739
0.1100,0.3757
0.1200,0.3775
0.1300,0.3781
0.1400,0.3796
0.1500,0.3838
0.1600,0.3794
0.1700,0.3817
0.1800,0.3855
0.1900,0.3928
0.2000,0.3933
0.2100,0.3900
0.2200,0.3910
0.2300,0.3922
0.2400,0.3928
0.2500,0.3972
0.2600,0.3942
0.2700,0.3927
0.2800,0.3929
0.2900,0.3900
0.3000,0.3865
0.3100,0.3831
0.3200,0.3833
0.3300,0.3834
0.3400,0.3875
0.3500,0.3786
0.3600,0.3794
0.3700,0.3829
0.3800,0.3821
0.3900,0.3889
0.4000,0.3893
0.4100,0.3895
0.4200,0.3897
0.4300,0.3873
0.4400,0.3873
0.4500,0.3907
0.4600,0.3884
0.4700,0.3831
0.4800,0.3832
0.4900,0.3879
0.5000,0.3807
0.5100,0.3840
0.5200,0.3882
0.5300,0.3906
0.5400,0.3923
0.5500,0.3933
0.5600,0.3949
0.5700,0.3977
0.5800,0.3968
0.5900,0.3981
0.6000,0.3961
0.6100,0.4032
0.6200,0.3999
0.6300,0.4001
0.6400,0.4036
0.6500,0.4040
0.6600,0.4045
0.6700,0.4017
0.6800,0.4022
0.6900,0.4002
0.7000,0.4046
0.7100,0.4046
0.7200,0.4054
0.7300,0.4036
0.7400,0.3984
0.7500,0.3951
0.7600,0.3937
0.7700,0.3927
0.7800,0.3990
0.7900,0.3926
0.8000,0.3937
0.8100,0.3980
0.8200,0.4012
0.8300,0.4013
0.8400,0.3943
0.8500,0.3964
0.8600,0.3874
0.8700,0.3864
0.8800,0.3599
0.8900,0.3332
0.9000,0.2944
0.9100,0.2529
0.9200,0.2055
0.9300,0.1724
0.9400,0.1371
0.9500,0.1167
0.9600,0.0921
0.9700,0.0433
0.9800,0.0194
0.9900,0.0012
1.0000,0.0000
