threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2429
0.0300,0.2207
0.0400,0.2387
0.0500,0.2860
0.0600,0.2878
0.0700,0.2910
0.0800,0.2955
0.0900,0.3000
0.1000,0.3056
0.1100,0.3036
0.1200,0.2992
0.1300,0.3066
0.1400,0.3114
0.1500,0.3120
0.1600,0.3194
0.1700,0.3177
0.1800,0.3137
0.1900,0.3154
0.2000,0.3180
0.2100,0.3193
0.2200,0.3220
0.2300,0.3270
0.2400,0.3250
0.2500,0.3316
0.2600,0.3360
0.2700,0.3279
0.2800,0.3277
0.2900,0.3353
0.3000,0.3341
0.3100,0.3304
0.3200,0.3323
0.3300,0.3306
0.3400,0.3325
0.3500,0.3407
0.3600,0.3416
0.3700,0.3439
0.3800,0.3468
0.3900,0.3450
0.4000,0.3620
0.4100,0.3543
0.4200,0.3543
0.4300,0.3635
0.4400,0.3591
0.4500,0.3643
0.4600,0.3759
0.4700,0.3744
0.4800,0.3767
0.4900,0.3775
0.5000,0.3692
0.5100,0.3771
0.5200,0.3843
0.5300,0.3904
0.5400,0.3820
0.5500,0.3909
0.5600,0.4001
0.5700,0.4022
0.5800,0.4407
0.5900,0.4727
0.6000,0.4895
0.6100,0.4793
0.6200,0.4913
0.6300,0.4892
0.6400,0.4774
0.6500,0.5032
0.6600,0.5106
0.6700,0.5116
0.6800,0.5212
0.6900,0.5328
0.7000,0.5009
0.7100,0.4994
0.7200,0.4957
0.7300,0.4940
0.7400,0.4834
0.7500,0.4844
0.7600,0.5339
0.7700,0.5321
0.7800,0.5617
0.7900,0.5774
0.8000,0.5862
0.8100,0.5883
0.8200,0.5869
0.8300,0.5832
0.8400,0.5857
0.8500,0.5614
0.8600,0.5633
0.8700,0.5443
0.8800,0.5342
0.8900,0.5070
0.9000,0.4693
0.9100,0.4075
0.9200,0.3401
0.9300,0.2658
0.9400,0.2029
0.9500,0.1131
0.9600,0.0493
0.9700,0.0285
0.9800,0.0069
0.9900,0.0000
1.0000,0.0000
