precision,recall
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.026,1.000
0.027,1.000
0.028,1.000
0.029,1.000
0.031,0.999
0.034,0.998
0.037,0.995
0.042,0.994
0.047,0.994
0.053,0.992
0.059,0.989
0.066,0.986
0.074,0.985
0.082,0.985
0.089,0.983
0.097,0.982
0.106,0.980
0.114,0.980
0.121,0.979
0.129,0.978
0.136,0.977
0.144,0.975
0.152,0.974
0.159,0.970
0.168,0.969
0.175,0.969
0.183,0.969
0.190,0.969
0.197,0.969
0.205,0.968
0.211,0.968
0.218,0.968
0.224,0.968
0.230,0.966
0.237,0.963
0.243,0.963
0.249,0.963
0.256,0.963
0.262,0.963
0.267,0.962
0.273,0.962
0.278,0.962
0.283,0.962
0.289,0.962
0.294,0.962
0.299,0.960
0.304,0.960
0.308,0.960
0.313,0.959
0.319,0.959
0.324,0.958
0.328,0.958
0.332,0.955
0.336,0.955
0.340,0.955
0.344,0.954
0.347,0.954
0.351,0.954
0.354,0.954
0.357,0.954
0.361,0.954
0.363,0.954
0.366,0.953
0.370,0.952
0.373,0.952
0.378,0.951
0.382,0.951
0.386,0.951
0.389,0.951
0.393,0.951
0.397,0.951
0.399,0.948
0.404,0.948
0.406,0.948
0.410,0.946
0.412,0.944
0.414,0.943
0.417,0.941
0.420,0.941
0.422,0.941
0.425,0.941
0.428,0.941
0.430,0.941
0.432,0.941
0.434,0.941
0.437,0.941
0.440,0.941
0.443,0.941
0.445,0.941
0.448,0.941
0.451,0.941
0.454,0.941
0.457,0.940
0.459,0.940
0.461,0.940
0.462,0.940
0.465,0.940
0.469,0.940
0.473,0.940
0.475,0.940
0.478,0.940
0.480,0.940
0.481,0.940
0.485,0.940
0.487,0.940
0.488,0.940
0.490,0.940
0.492,0.940
0.494,0.940
0.496,0.940
0.498,0.940
0.502,0.940
0.505,0.939
0.507,0.939
0.509,0.939
0.511,0.939
0.513,0.939
0.515,0.939
0.517,0.939
0.519,0.938
0.521,0.938
0.522,0.938
0.523,0.938
0.524,0.937
0.525,0.937
0.527,0.937
0.529,0.937
0.532,0.937
0.534,0.937
0.536,0.937
0.537,0.936
0.538,0.936
0.541,0.936
0.543,0.936
0.545,0.936
0.546,0.935
0.549,0.933
0.549,0.932
0.552,0.931
0.556,0.931
0.558,0.931
0.559,0.931
0.562,0.931
0.564,0.931
0.566,0.930
0.567,0.930
0.570,0.929
0.573,0.929
0.574,0.929
0.576,0.929
0.578,0.929
0.579,0.929
0.581,0.929
0.584,0.929
0.587,0.929
0.587,0.928
0.589,0.928
0.592,0.928
0.593,0.928
0.593,0.927
0.594,0.927
0.596,0.927
0.596,0.927
0.597,0.927
0.599,0.927
0.602,0.925
0.603,0.925
0.606,0.925
0.606,0.925
0.607,0.925
0.609,0.925
0.609,0.924
0.609,0.924
0.611,0.924
0.614,0.924
0.615,0.924
0.618,0.924
0.620,0.924
0.621,0.924
0.622,0.924
0.624,0.924
0.624,0.923
