precision,recall
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.026,1.000
0.026,1.000
0.027,1.000
0.028,1.000
0.030,1.000
0.032,0.999
0.034,0.999
0.037,0.999
0.040,0.998
0.043,0.998
0.047,0.994
0.052,0.992
0.057,0.992
0.062,0.992
0.067,0.990
0.072,0.990
0.078,0.990
0.084,0.990
0.090,0.989
0.095,0.986
0.102,0.985
0.107,0.985
0.114,0.984
0.120,0.983
0.126,0.983
0.131,0.983
0.137,0.983
0.143,0.980
0.148,0.978
0.153,0.977
0.159,0.977
0.164,0.977
0.169,0.977
0.174,0.977
0.180,0.975
0.185,0.974
0.190,0.974
0.195,0.972
0.200,0.971
0.205,0.970
0.209,0.969
0.214,0.969
0.218,0.967
0.223,0.967
0.227,0.966
0.231,0.966
0.235,0.964
0.238,0.963
0.242,0.963
0.247,0.963
0.250,0.961
0.254,0.961
0.258,0.960
0.262,0.960
0.267,0.959
0.271,0.959
0.275,0.959
0.279,0.958
0.283,0.956
0.286,0.956
0.289,0.956
0.292,0.956
0.295,0.956
0.299,0.955
0.303,0.955
0.305,0.953
0.308,0.953
0.312,0.953
0.315,0.953
0.318,0.952
0.322,0.952
0.326,0.952
0.329,0.952
0.332,0.951
0.334,0.951
0.338,0.951
0.341,0.948
0.343,0.946
0.345,0.946
0.348,0.946
0.351,0.946
0.353,0.946
0.357,0.946
0.360,0.946
0.363,0.945
0.365,0.945
0.367,0.943
0.370,0.940
0.372,0.939
0.375,0.939
0.378,0.939
0.380,0.939
0.383,0.939
0.385,0.939
0.388,0.938
0.390,0.938
0.393,0.938
0.396,0.938
0.397,0.937
0.400,0.937
0.402,0.937
0.405,0.936
0.408,0.935
0.411,0.935
0.413,0.933
0.415,0.933
0.417,0.933
0.420,0.933
0.423,0.933
0.425,0.933
0.427,0.933
0.429,0.933
0.432,0.932
0.434,0.932
0.437,0.932
0.438,0.932
0.442,0.932
0.443,0.929
0.445,0.929
0.447,0.928
0.449,0.928
0.450,0.928
0.453,0.928
0.455,0.928
0.456,0.927
0.458,0.927
0.462,0.927
0.465,0.927
0.468,0.925
0.470,0.924
0.473,0.924
0.475,0.924
0.478,0.924
0.479,0.924
0.482,0.924
0.483,0.923
0.486,0.923
0.488,0.922
0.488,0.922
0.490,0.922
0.492,0.922
0.494,0.922
0.495,0.922
0.496,0.922
0.498,0.921
0.500,0.921
0.502,0.921
0.503,0.918
0.504,0.918
0.505,0.917
0.507,0.916
0.508,0.916
0.510,0.915
0.511,0.915
0.512,0.914
0.514,0.914
0.516,0.913
0.517,0.913
0.519,0.913
0.523,0.913
0.525,0.913
0.528,0.913
0.530,0.912
0.532,0.910
0.534,0.910
0.535,0.910
0.537,0.910
0.538,0.910
0.541,0.910
0.544,0.910
0.545,0.910
0.547,0.910
0.547,0.910
0.550,0.910
0.551,0.908
0.554,0.908
0.556,0.908
0.557,0.908
0.559,0.908
0.561,0.908
0.562,0.908
0.565,0.908
0.567,0.908
0.570,0.908
