threshold,true positive rate,false positive rate
0.009,1.000,1.000
0.010,1.000,1.000
0.012,1.000,1.000
0.013,1.000,1.000
0.014,1.000,0.999
0.015,1.000,0.999
0.016,1.000,0.998
0.017,0.999,0.996
0.018,0.999,0.994
0.019,0.999,0.991
0.020,0.999,0.985
0.021,0.999,0.975
0.022,0.999,0.961
0.023,0.999,0.942
0.024,0.998,0.917
0.025,0.997,0.882
0.026,0.995,0.841
0.027,0.995,0.792
0.028,0.994,0.735
0.029,0.992,0.674
0.030,0.990,0.609
0.031,0.990,0.543
0.032,0.986,0.480
0.033,0.985,0.420
0.034,0.979,0.368
0.035,0.975,0.317
0.036,0.971,0.276
0.037,0.966,0.241
0.038,0.963,0.211
0.039,0.959,0.187
0.040,0.955,0.164
0.041,0.954,0.147
0.042,0.948,0.132
0.043,0.945,0.119
0.044,0.939,0.108
0.045,0.939,0.099
0.046,0.938,0.091
0.047,0.935,0.083
0.048,0.932,0.078
0.049,0.930,0.072
0.050,0.925,0.067
0.051,0.923,0.064
0.052,0.921,0.061
0.053,0.920,0.057
0.054,0.918,0.055
0.055,0.915,0.052
0.056,0.913,0.050
0.057,0.913,0.048
0.058,0.909,0.046
0.059,0.909,0.044
0.060,0.908,0.043
0.061,0.908,0.041
0.062,0.907,0.040
0.063,0.905,0.038
0.064,0.902,0.037
0.065,0.900,0.036
0.066,0.900,0.034
0.067,0.900,0.033
0.068,0.899,0.032
0.069,0.898,0.031
0.070,0.894,0.030
0.071,0.892,0.029
0.072,0.892,0.028
0.073,0.891,0.028
0.074,0.889,0.027
0.075,0.887,0.026
0.076,0.885,0.026
0.077,0.884,0.025
0.078,0.881,0.025
0.079,0.881,0.024
0.080,0.879,0.023
0.081,0.877,0.023
0.082,0.876,0.022
0.083,0.876,0.022
0.084,0.876,0.021
0.085,0.876,0.021
0.086,0.876,0.020
0.087,0.875,0.020
0.088,0.874,0.019
0.089,0.874,0.019
0.090,0.870,0.019
0.091,0.869,0.019
0.092,0.869,0.018
0.093,0.867,0.018
0.094,0.867,0.017
0.095,0.866,0.017
0.096,0.866,0.017
0.097,0.866,0.016
0.098,0.866,0.016
0.099,0.865,0.016
0.100,0.865,0.016
0.101,0.862,0.015
0.102,0.862,0.015
0.103,0.861,0.015
0.104,0.861,0.015
0.105,0.861,0.014
0.106,0.861,0.014
0.107,0.859,0.014
0.108,0.858,0.014
0.109,0.858,0.014
0.110,0.858,0.014
0.111,0.858,0.013
0.112,0.856,0.013
0.113,0.856,0.013
0.114,0.855,0.013
0.115,0.855,0.013
0.116,0.855,0.013
0.117,0.854,0.012
0.118,0.852,0.012
0.119,0.851,0.012
0.120,0.851,0.012
0.121,0.851,0.012
0.122,0.851,0.012
0.123,0.850,0.012
0.124,0.850,0.012
0.125,0.848,0.012
0.126,0.847,0.012
0.127,0.847,0.011
0.128,0.847,0.011
0.129,0.847,0.011
0.130,0.846,0.011
0.131,0.844,0.011
0.132,0.844,0.011
0.133,0.843,0.011
0.134,0.842,0.011
0.135,0.842,0.011
0.136,0.842,0.010
0.137,0.840,0.010
0.138,0.840,0.010
0.139,0.840,0.010
0.140,0.839,0.010
0.141,0.839,0.010
0.142,0.838,0.010
0.143,0.837,0.010
0.144,0.836,0.009
0.145,0.836,0.009
0.146,0.836,0.009
0.147,0.836,0.009
0.148,0.836,0.009
0.149,0.835,0.009
0.150,0.834,0.009
0.151,0.832,0.009
0.152,0.832,0.009
