precision,recall
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,0.999
0.025,0.999
0.025,0.999
0.025,0.999
0.025,0.999
0.026,0.999
0.026,0.999
0.027,0.998
0.028,0.997
0.029,0.995
0.031,0.995
0.033,0.994
0.036,0.992
0.040,0.990
0.044,0.990
0.050,0.986
0.056,0.985
0.063,0.979
0.072,0.975
0.082,0.971
0.092,0.966
0.104,0.963
0.115,0.959
0.129,0.955
0.142,0.954
0.155,0.948
0.168,0.945
0.181,0.939
0.194,0.939
0.208,0.938
0.221,0.935
0.233,0.932
0.246,0.930
0.258,0.925
0.269,0.923
0.278,0.921
0.289,0.920
0.299,0.918
0.307,0.915
0.317,0.913
0.326,0.913
0.335,0.909
0.344,0.909
0.351,0.908
0.360,0.908
0.368,0.907
0.374,0.905
0.381,0.902
0.390,0.900
0.401,0.900
0.410,0.900
0.416,0.899
0.425,0.898
0.430,0.894
0.436,0.892
0.443,0.892
0.451,0.891
0.458,0.889
0.462,0.887
0.466,0.885
0.472,0.884
0.477,0.881
0.481,0.881
0.488,0.879
0.494,0.877
0.499,0.876
0.503,0.876
0.510,0.876
0.514,0.876
0.521,0.876
0.527,0.875
0.532,0.874
0.536,0.874
0.539,0.870
0.543,0.869
0.549,0.869
0.554,0.867
0.559,0.867
0.564,0.866
0.568,0.866
0.573,0.866
0.576,0.866
0.580,0.865
0.584,0.865
0.588,0.862
0.593,0.862
0.594,0.861
0.599,0.861
0.601,0.861
0.605,0.861
0.606,0.859
0.608,0.858
0.612,0.858
0.615,0.858
0.620,0.858
0.621,0.856
0.623,0.856
0.627,0.855
0.629,0.855
0.632,0.855
0.635,0.854
0.635,0.852
0.639,0.851
0.642,0.851
0.644,0.851
0.645,0.851
0.646,0.850
0.647,0.850
0.650,0.848
0.651,0.847
0.654,0.847
0.655,0.847
0.657,0.847
0.661,0.846
0.662,0.844
0.665,0.844
0.668,0.843
0.668,0.842
0.670,0.842
0.671,0.842
0.673,0.840
0.676,0.840
0.681,0.840
0.684,0.839
0.688,0.839
0.688,0.838
0.688,0.837
0.691,0.836
0.693,0.836
0.697,0.836
0.699,0.836
0.699,0.836
0.701,0.835
0.701,0.834
0.705,0.832
0.709,0.832
0.711,0.832
0.714,0.832
0.714,0.832
0.720,0.831
0.723,0.831
0.725,0.831
0.726,0.831
0.727,0.830
0.727,0.830
0.728,0.830
0.728,0.829
0.732,0.829
0.732,0.828
0.735,0.827
0.734,0.824
0.737,0.823
0.739,0.823
0.740,0.823
0.740,0.821
0.742,0.821
0.742,0.821
0.746,0.821
0.748,0.820
0.747,0.819
0.748,0.819
0.749,0.819
0.754,0.819
0.755,0.817
0.757,0.817
0.758,0.816
0.759,0.816
0.758,0.814
0.759,0.814
0.761,0.814
0.762,0.814
0.763,0.812
0.765,0.812
0.766,0.812
0.768,0.812
0.770,0.812
0.772,0.812
0.774,0.812
0.777,0.811
0.778,0.811
0.780,0.811
0.781,0.811
0.784,0.811
0.785,0.809
0.786,0.809
0.786,0.808
0.787,0.808
