threshold,precision,recall
0.009,0.025,1.000
0.010,0.025,1.000
0.011,0.025,1.000
0.012,0.025,1.000
0.013,0.025,1.000
0.014,0.025,1.000
0.015,0.025,1.000
0.016,0.025,1.000
0.017,0.025,0.999
0.018,0.025,0.999
0.019,0.025,0.999
0.020,0.025,0.999
0.021,0.025,0.999
0.022,0.026,0.999
0.023,0.026,0.999
0.024,0.027,0.998
0.025,0.028,0.997
0.026,0.029,0.995
0.027,0.031,0.995
0.028,0.033,0.994
0.029,0.036,0.992
0.030,0.040,0.990
0.031,0.044,0.990
0.032,0.050,0.986
0.033,0.056,0.985
0.034,0.063,0.979
0.035,0.072,0.975
0.036,0.082,0.971
0.037,0.092,0.966
0.038,0.104,0.963
0.039,0.115,0.959
0.040,0.129,0.955
0.041,0.142,0.954
0.042,0.155,0.948
0.043,0.168,0.945
0.044,0.181,0.939
0.045,0.194,0.939
0.046,0.208,0.938
0.047,0.221,0.935
0.048,0.233,0.932
0.049,0.246,0.930
0.050,0.258,0.925
0.051,0.269,0.923
0.052,0.278,0.921
0.053,0.289,0.920
0.054,0.299,0.918
0.055,0.307,0.915
0.056,0.317,0.913
0.057,0.326,0.913
0.058,0.335,0.909
0.059,0.344,0.909
0.060,0.351,0.908
0.061,0.360,0.908
0.062,0.368,0.907
0.063,0.374,0.905
0.064,0.381,0.902
0.065,0.390,0.900
0.066,0.401,0.900
0.067,0.410,0.900
0.068,0.416,0.899
0.069,0.425,0.898
0.070,0.430,0.894
0.071,0.436,0.892
0.072,0.443,0.892
0.073,0.451,0.891
0.074,0.458,0.889
0.075,0.462,0.887
0.076,0.466,0.885
0.077,0.472,0.884
0.078,0.477,0.881
0.079,0.481,0.881
0.080,0.488,0.879
0.081,0.494,0.877
0.082,0.499,0.876
0.083,0.503,0.876
0.084,0.510,0.876
0.085,0.514,0.876
0.086,0.521,0.876
0.087,0.527,0.875
0.088,0.532,0.874
0.089,0.536,0.874
0.090,0.539,0.870
0.091,0.543,0.869
0.092,0.549,0.869
0.093,0.554,0.867
0.094,0.559,0.867
0.095,0.564,0.866
0.096,0.568,0.866
0.097,0.573,0.866
0.098,0.576,0.866
0.099,0.580,0.865
0.100,0.584,0.865
0.101,0.588,0.862
0.102,0.593,0.862
0.103,0.594,0.861
0.104,0.599,0.861
0.105,0.601,0.861
0.106,0.605,0.861
0.107,0.606,0.859
0.108,0.608,0.858
0.109,0.612,0.858
0.110,0.615,0.858
0.111,0.620,0.858
0.112,0.621,0.856
0.113,0.623,0.856
0.114,0.627,0.855
0.115,0.629,0.855
0.116,0.632,0.855
0.117,0.635,0.854
0.118,0.635,0.852
0.119,0.639,0.851
0.120,0.642,0.851
0.121,0.644,0.851
0.122,0.645,0.851
0.123,0.646,0.850
0.124,0.647,0.850
0.125,0.650,0.848
0.126,0.651,0.847
0.127,0.654,0.847
0.128,0.655,0.847
0.129,0.657,0.847
0.130,0.661,0.846
0.131,0.662,0.844
0.132,0.665,0.844
0.133,0.668,0.843
0.134,0.668,0.842
0.135,0.670,0.842
0.136,0.671,0.842
0.137,0.673,0.840
0.138,0.676,0.840
0.139,0.681,0.840
0.140,0.684,0.839
0.141,0.688,0.839
0.142,0.688,0.838
0.143,0.688,0.837
0.144,0.691,0.836
0.145,0.693,0.836
0.146,0.697,0.836
0.147,0.699,0.836
0.148,0.699,0.836
0.149,0.701,0.835
0.150,0.701,0.834
0.151,0.705,0.832
0.152,0.709,0.832
0.153,0.711,0.832
0.154,0.714,0.832
0.155,0.714,0.832
0.156,0.720,0.831
0.157,0.723,0.831
0.158,0.725,0.831
0.159,0.726,0.831
0.161,0.727,0.830
0.163,0.727,0.830
0.164,0.728,0.830
0.165,0.728,0.829
0.166,0.732,0.829
0.167,0.732,0.828
0.168,0.735,0.827
0.169,0.734,0.824
0.170,0.737,0.823
0.171,0.739,0.823
0.172,0.740,0.823
0.173,0.740,0.821
0.174,0.742,0.821
0.176,0.742,0.821
0.177,0.746,0.821
0.178,0.748,0.820
0.181,0.747,0.819
0.182,0.748,0.819
0.183,0.749,0.819
0.184,0.754,0.819
0.185,0.755,0.817
0.186,0.757,0.817
0.187,0.758,0.816
0.188,0.759,0.816
0.189,0.758,0.814
0.190,0.759,0.814
0.191,0.761,0.814
0.192,0.762,0.814
0.193,0.763,0.812
0.194,0.765,0.812
0.195,0.766,0.812
0.196,0.768,0.812
0.199,0.770,0.812
0.200,0.772,0.812
0.203,0.774,0.812
0.204,0.777,0.811
0.205,0.778,0.811
0.206,0.780,0.811
0.208,0.781,0.811
0.210,0.784,0.811
0.212,0.785,0.809
0.213,0.786,0.809
0.214,0.786,0.808
0.215,0.787,0.808
0.216,0.787,0.808
0.217,0.788,0.808
0.218,0.789,0.808
0.219,0.790,0.808
0.220,0.792,0.808
0.222,0.793,0.808
0.223,0.795,0.808
0.224,0.795,0.808
0.226,0.797,0.808
0.227,0.799,0.808
0.228,0.799,0.807
0.229,0.798,0.805
0.231,0.800,0.805
0.232,0.801,0.805
0.233,0.803,0.805
0.235,0.805,0.804
0.237,0.806,0.804
0.238,0.806,0.803
0.239,0.806,0.801
0.240,0.807,0.801
0.242,0.809,0.801
0.243,0.810,0.801
0.244,0.813,0.801
0.246,0.814,0.801
0.247,0.815,0.801
0.248,0.817,0.800
0.249,0.819,0.799
0.252,0.821,0.799
0.253,0.821,0.798
0.254,0.822,0.798
0.255,0.823,0.798
0.256,0.826,0.798
0.258,0.827,0.797
0.259,0.827,0.796
0.260,0.828,0.796
0.261,0.829,0.793
0.262,0.830,0.793
0.263,0.829,0.792
0.264,0.830,0.792
0.265,0.832,0.792
0.267,0.833,0.792
0.268,0.834,0.792
0.269,0.836,0.791
0.270,0.837,0.791
0.272,0.838,0.791
0.273,0.840,0.791
0.274,0.841,0.790
0.275,0.842,0.790
0.277,0.843,0.789
0.278,0.844,0.789
0.280,0.846,0.789
0.281,0.846,0.788
0.282,0.850,0.788
0.283,0.851,0.788
0.284,0.851,0.786
0.290,0.853,0.785
0.292,0.854,0.784
0.293,0.855,0.784
0.294,0.855,0.783
0.301,0.856,0.782
0.302,0.859,0.782
0.304,0.859,0.781
0.306,0.860,0.781
0.307,0.862,0.781
0.310,0.861,0.778
0.311,0.861,0.777
0.314,0.864,0.777
0.315,0.865,0.777
0.318,0.864,0.776
0.319,0.864,0.775
0.320,0.864,0.774
0.321,0.865,0.774
0.327,0.866,0.773
0.328,0.867,0.773
0.330,0.867,0.769
0.331,0.867,0.768
0.332,0.868,0.768
0.333,0.868,0.767
0.334,0.869,0.767
0.335,0.870,0.766
0.336,0.871,0.766
0.338,0.871,0.765
0.341,0.872,0.765
0.343,0.873,0.765
0.344,0.874,0.765
0.348,0.875,0.763
0.350,0.877,0.763
0.351,0.877,0.761
0.352,0.878,0.761
0.353,0.878,0.760
0.354,0.878,0.759
0.355,0.878,0.758
0.356,0.877,0.757
0.359,0.879,0.757
0.360,0.880,0.757
0.366,0.880,0.755
0.367,0.881,0.755
0.368,0.882,0.755
0.372,0.884,0.754
0.374,0.884,0.753
0.376,0.885,0.753
0.378,0.886,0.753
0.379,0.888,0.753
0.380,0.889,0.752
0.381,0.890,0.752
0.383,0.891,0.750
0.385,0.891,0.749
0.386,0.890,0.746
0.389,0.892,0.746
0.390,0.891,0.745
0.394,0.891,0.744
0.396,0.891,0.743
0.398,0.892,0.743
0.399,0.894,0.743
0.400,0.895,0.743
0.413,0.896,0.743
0.417,0.896,0.742
0.421,0.897,0.742
0.422,0.898,0.741
0.425,0.898,0.739
0.426,0.899,0.739
0.427,0.899,0.738
0.429,0.901,0.738
0.432,0.900,0.737
0.433,0.900,0.736
0.434,0.903,0.735
0.436,0.904,0.735
0.437,0.905,0.734
0.438,0.906,0.734
0.442,0.908,0.734
0.443,0.908,0.732
0.445,0.909,0.732
0.446,0.909,0.731
0.449,0.910,0.731
0.450,0.910,0.730
0.454,0.910,0.729
0.457,0.910,0.728
0.459,0.911,0.727
0.460,0.911,0.726
0.462,0.911,0.724
0.463,0.912,0.724
0.466,0.913,0.724
0.468,0.913,0.721
0.469,0.913,0.720
0.471,0.913,0.719
0.472,0.912,0.718
0.479,0.912,0.716
0.480,0.914,0.716
0.482,0.915,0.715
0.483,0.915,0.714
0.485,0.916,0.714
0.486,0.919,0.713
0.489,0.919,0.712
0.491,0.918,0.711
0.492,0.920,0.710
0.496,0.921,0.710
0.499,0.921,0.708
0.502,0.922,0.707
0.503,0.922,0.705
0.504,0.922,0.703
0.506,0.922,0.701
0.507,0.923,0.700
0.509,0.924,0.699
0.510,0.924,0.698
0.511,0.925,0.698
0.512,0.925,0.697
0.513,0.927,0.697
0.514,0.928,0.697
0.519,0.929,0.696
0.524,0.929,0.695
0.525,0.929,0.693
0.530,0.929,0.690
0.531,0.930,0.690
0.532,0.930,0.689
0.534,0.930,0.688
0.540,0.930,0.687
0.546,0.930,0.685
0.549,0.931,0.684
0.552,0.931,0.681
0.554,0.932,0.679
0.555,0.934,0.679
0.558,0.935,0.676
0.568,0.935,0.675
0.573,0.935,0.674
0.574,0.936,0.674
0.578,0.938,0.673
0.579,0.937,0.669
0.580,0.937,0.668
0.581,0.937,0.667
0.582,0.939,0.667
0.586,0.939,0.666
0.587,0.941,0.665
0.589,0.941,0.664
0.590,0.941,0.662
0.594,0.941,0.661
0.598,0.941,0.659
0.600,0.941,0.658
0.602,0.941,0.657
0.603,0.941,0.656
0.605,0.942,0.654
0.606,0.942,0.653
0.607,0.942,0.652
0.609,0.942,0.651
0.610,0.943,0.651
0.611,0.943,0.650
0.613,0.943,0.649
0.616,0.943,0.646
0.618,0.943,0.645
0.621,0.943,0.644
0.622,0.943,0.643
0.624,0.943,0.642
0.626,0.944,0.642
0.631,0.946,0.642
0.632,0.947,0.642
0.638,0.947,0.641
0.641,0.947,0.638
0.642,0.947,0.637
0.644,0.947,0.636
0.646,0.947,0.635
0.648,0.947,0.634
0.649,0.947,0.633
0.650,0.948,0.633
0.652,0.950,0.631
0.656,0.950,0.630
0.659,0.951,0.630
0.661,0.953,0.629
0.664,0.953,0.628
0.666,0.953,0.627
0.672,0.955,0.627
0.673,0.954,0.626
0.675,0.954,0.625
0.676,0.956,0.625
0.679,0.958,0.623
0.680,0.958,0.621
0.683,0.957,0.620
0.687,0.959,0.620
0.689,0.959,0.619
0.690,0.959,0.618
0.691,0.959,0.615
0.692,0.961,0.615
0.694,0.961,0.614
0.700,0.962,0.613
0.701,0.962,0.612
0.702,0.962,0.611
0.704,0.962,0.610
0.708,0.962,0.607
0.711,0.962,0.605
0.713,0.962,0.604
0.714,0.962,0.603
0.716,0.963,0.603
0.719,0.965,0.602
0.720,0.967,0.600
0.721,0.969,0.600
0.723,0.968,0.597
0.724,0.968,0.596
0.727,0.968,0.595
0.729,0.970,0.594
0.730,0.972,0.592
0.737,0.972,0.590
0.738,0.972,0.589
0.743,0.972,0.588
0.744,0.971,0.587
0.745,0.971,0.586
0.746,0.971,0.583
0.747,0.971,0.582
0.748,0.971,0.581
0.753,0.971,0.580
0.754,0.971,0.579
0.756,0.971,0.577
0.757,0.971,0.574
0.759,0.971,0.573
0.762,0.971,0.572
0.763,0.971,0.568
0.764,0.971,0.567
0.765,0.970,0.566
0.770,0.970,0.564
0.772,0.970,0.560
0.773,0.970,0.559
0.774,0.970,0.557
0.775,0.970,0.555
0.777,0.972,0.552
0.778,0.972,0.551
0.779,0.971,0.548
0.780,0.971,0.546
0.783,0.971,0.545
0.784,0.971,0.542
0.786,0.973,0.538
0.787,0.973,0.536
0.788,0.973,0.535
0.789,0.973,0.534
0.791,0.973,0.533
0.792,0.973,0.530
0.793,0.973,0.529
0.794,0.972,0.527
0.795,0.972,0.524
0.796,0.972,0.522
0.798,0.972,0.520
0.800,0.972,0.515
0.801,0.972,0.514
0.802,0.972,0.513
0.803,0.972,0.512
0.804,0.972,0.510
0.805,0.971,0.509
0.806,0.971,0.507
0.808,0.971,0.504
0.809,0.971,0.503
0.810,0.971,0.501
0.811,0.971,0.499
0.812,0.971,0.497
0.813,0.971,0.496
0.816,0.973,0.496
0.817,0.973,0.493
0.818,0.973,0.491
0.820,0.973,0.490
0.823,0.973,0.488
0.824,0.972,0.487
0.827,0.972,0.486
0.828,0.972,0.485
0.830,0.972,0.483
0.831,0.972,0.481
0.833,0.972,0.480
0.835,0.974,0.480
0.836,0.974,0.479
0.837,0.974,0.478
0.838,0.974,0.476
0.839,0.974,0.475
0.841,0.974,0.473
0.842,0.974,0.472
0.844,0.974,0.471
0.845,0.974,0.470
0.846,0.974,0.467
0.848,0.974,0.466
0.849,0.974,0.465
0.851,0.973,0.464
0.853,0.973,0.463
0.854,0.973,0.462
0.855,0.973,0.460
0.856,0.973,0.458
0.859,0.973,0.457
0.861,0.973,0.456
