threshold,true positive rate,false positive rate
0.019,1.000,1.000
0.020,1.000,0.987
0.021,0.998,0.851
0.022,0.994,0.689
0.023,0.984,0.569
0.024,0.979,0.481
0.025,0.974,0.414
0.026,0.972,0.359
0.027,0.970,0.315
0.028,0.968,0.280
0.029,0.966,0.252
0.030,0.966,0.229
0.031,0.963,0.210
0.032,0.962,0.194
0.033,0.962,0.181
0.034,0.960,0.169
0.035,0.958,0.159
0.036,0.953,0.149
0.037,0.953,0.142
0.038,0.953,0.134
0.039,0.953,0.128
0.040,0.953,0.122
0.041,0.952,0.118
0.042,0.952,0.113
0.043,0.951,0.109
0.044,0.951,0.106
0.045,0.951,0.102
0.046,0.951,0.099
0.047,0.951,0.097
0.048,0.951,0.094
0.049,0.951,0.091
0.050,0.949,0.089
0.051,0.947,0.086
0.052,0.947,0.084
0.053,0.947,0.082
0.054,0.947,0.080
0.055,0.946,0.078
0.056,0.945,0.076
0.057,0.944,0.074
0.058,0.944,0.073
0.059,0.944,0.072
0.060,0.943,0.070
0.061,0.943,0.069
0.062,0.941,0.068
0.063,0.939,0.066
0.064,0.938,0.065
0.065,0.936,0.064
0.066,0.936,0.063
0.067,0.936,0.061
0.068,0.936,0.060
0.069,0.935,0.059
0.070,0.935,0.058
0.071,0.935,0.058
0.072,0.933,0.057
0.073,0.933,0.055
0.075,0.931,0.054
0.076,0.931,0.053
0.077,0.931,0.052
0.078,0.928,0.051
0.079,0.928,0.051
0.080,0.928,0.050
0.081,0.928,0.050
0.082,0.928,0.049
0.083,0.928,0.048
0.084,0.928,0.048
0.085,0.928,0.047
0.086,0.927,0.046
0.087,0.923,0.046
0.088,0.923,0.045
0.089,0.922,0.044
0.090,0.922,0.044
0.091,0.922,0.043
0.092,0.920,0.043
0.093,0.918,0.042
0.094,0.917,0.042
0.095,0.917,0.041
0.096,0.917,0.040
0.098,0.915,0.040
0.099,0.914,0.039
0.100,0.914,0.039
0.101,0.914,0.038
0.102,0.914,0.038
0.103,0.913,0.038
0.104,0.913,0.037
0.105,0.913,0.037
0.106,0.913,0.036
0.107,0.912,0.036
0.108,0.910,0.036
0.109,0.910,0.035
0.110,0.910,0.035
0.111,0.909,0.035
0.112,0.909,0.034
0.113,0.909,0.034
0.114,0.908,0.034
0.115,0.907,0.033
0.116,0.907,0.033
0.117,0.907,0.032
0.118,0.907,0.032
0.119,0.907,0.032
0.120,0.905,0.031
0.121,0.905,0.031
0.122,0.904,0.031
0.123,0.900,0.031
0.124,0.900,0.030
0.127,0.900,0.030
0.128,0.900,0.030
0.129,0.900,0.029
0.130,0.900,0.029
0.131,0.899,0.029
0.132,0.897,0.028
0.133,0.897,0.028
0.134,0.897,0.028
0.135,0.896,0.027
0.136,0.894,0.027
0.137,0.894,0.027
0.138,0.893,0.026
0.139,0.892,0.026
0.140,0.892,0.026
0.141,0.892,0.026
0.142,0.891,0.026
0.143,0.891,0.025
0.144,0.891,0.025
0.145,0.891,0.025
