precision,recall
0.025,1.000
0.025,1.000
0.029,0.998
0.035,0.994
0.042,0.984
0.049,0.979
0.056,0.974
0.064,0.972
0.072,0.970
0.081,0.968
0.089,0.966
0.097,0.966
0.104,0.963
0.112,0.962
0.119,0.962
0.126,0.960
0.133,0.958
0.139,0.953
0.146,0.953
0.153,0.953
0.159,0.953
0.165,0.953
0.170,0.952
0.176,0.952
0.181,0.951
0.186,0.951
0.191,0.951
0.195,0.951
0.200,0.951
0.205,0.951
0.210,0.951
0.214,0.949
0.218,0.947
0.222,0.947
0.227,0.947
0.231,0.947
0.236,0.946
0.240,0.945
0.243,0.944
0.247,0.944
0.251,0.944
0.253,0.943
0.257,0.943
0.261,0.941
0.264,0.939
0.267,0.938
0.271,0.936
0.275,0.936
0.279,0.936
0.282,0.936
0.286,0.935
0.289,0.935
0.292,0.935
0.295,0.933
0.299,0.933
0.302,0.932
0.305,0.931
0.308,0.931
0.311,0.931
0.314,0.928
0.317,0.928
0.320,0.928
0.322,0.928
0.324,0.928
0.328,0.928
0.331,0.928
0.334,0.928
0.336,0.927
0.339,0.923
0.342,0.923
0.346,0.922
0.348,0.922
0.350,0.922
0.352,0.920
0.355,0.918
0.357,0.917
0.362,0.917
0.365,0.917
0.367,0.916
0.369,0.915
0.372,0.914
0.375,0.914
0.377,0.914
0.380,0.914
0.382,0.913
0.385,0.913
0.386,0.913
0.389,0.913
0.390,0.912
0.393,0.910
0.395,0.910
0.397,0.910
0.399,0.909
0.402,0.909
0.405,0.909
0.407,0.908
0.409,0.907
0.412,0.907
0.415,0.907
0.416,0.907
0.419,0.907
0.422,0.905
0.424,0.905
0.426,0.904
0.426,0.900
0.429,0.900
0.431,0.900
0.432,0.900
0.434,0.900
0.436,0.900
0.438,0.900
0.441,0.900
0.443,0.899
0.445,0.897
0.448,0.897
0.451,0.897
0.454,0.896
0.456,0.894
0.459,0.894
0.461,0.893
0.463,0.892
0.465,0.892
0.467,0.892
0.469,0.891
0.471,0.891
0.473,0.891
0.474,0.891
0.475,0.890
0.476,0.889
0.477,0.887
0.479,0.886
0.480,0.886
0.483,0.886
0.485,0.886
0.487,0.886
0.489,0.886
0.491,0.886
0.493,0.885
0.493,0.884
0.493,0.882
0.495,0.882
0.497,0.881
0.499,0.879
0.501,0.878
0.504,0.878
0.507,0.878
0.509,0.878
0.512,0.878
0.513,0.877
0.516,0.877
0.518,0.876
0.520,0.876
0.523,0.876
0.525,0.876
0.526,0.876
0.528,0.875
0.529,0.875
0.531,0.875
0.533,0.875
0.534,0.875
0.537,0.875
0.539,0.875
0.540,0.875
0.542,0.875
0.545,0.875
0.547,0.875
0.548,0.875
0.549,0.875
0.551,0.875
0.553,0.875
0.555,0.875
0.555,0.874
0.557,0.874
0.559,0.874
0.561,0.874
0.564,0.874
0.565,0.874
0.568,0.874
0.570,0.874
0.570,0.874
0.572,0.874
0.574,0.873
0.575,0.873
0.577,0.871
0.578,0.871
0.579,0.871
0.581,0.871
0.583,0.871
0.585,0.870
0.588,0.869
0.590,0.869
0.592,0.869
0.593,0.869
0.597,0.869
0.597,0.869
