threshold,iou
0.0000,0.2381
0.0100,0.0985
0.0200,0.1013
0.0300,0.2924
0.0400,0.4445
0.0500,0.5796
0.0600,0.6372
0.0700,0.6624
0.0800,0.6709
0.0900,0.6875
0.1000,0.6930
0.1100,0.6994
0.1200,0.7053
0.1300,0.7027
0.1400,0.7010
0.1500,0.7068
0.1600,0.7093
0.1700,0.7077
0.1800,0.7062
0.1900,0.7033
0.2000,0.7007
0.2100,0.6992
0.2200,0.6967
0.2300,0.6938
0.2400,0.6913
0.2500,0.6872
0.2600,0.6860
0.2700,0.6838
0.2800,0.6873
0.2900,0.6858
0.3000,0.6858
0.3100,0.6858
0.3200,0.6921
0.3300,0.6921
0.3400,0.6949
0.3500,0.6941
0.3600,0.6914
0.3700,0.6921
0.3800,0.6948
0.3900,0.6953
0.4000,0.6930
0.4100,0.6905
0.4200,0.6912
0.4300,0.6891
0.4400,0.6959
0.4500,0.6981
0.4600,0.6981
0.4700,0.6961
0.4800,0.6935
0.4900,0.6918
0.5000,0.6885
0.5100,0.6877
0.5200,0.6872
0.5300,0.6826
0.5400,0.6848
0.5500,0.6851
0.5600,0.6842
0.5700,0.6802
0.5800,0.6778
0.5900,0.6755
0.6000,0.6750
0.6100,0.6720
0.6200,0.6720
0.6300,0.6720
0.6400,0.6720
0.6500,0.6671
0.6600,0.6650
0.6700,0.6629
0.6800,0.6576
0.6900,0.6565
0.7000,0.6499
0.7100,0.6438
0.7200,0.6387
0.7300,0.6283
0.7400,0.6153
0.7500,0.6029
0.7600,0.5663
0.7700,0.5141
0.7800,0.4847
0.7900,0.4682
0.8000,0.4533
0.8100,0.4422
0.8200,0.4282
0.8300,0.4158
0.8400,0.4067
0.8500,0.4009
0.8600,0.3941
0.8700,0.3826
0.8800,0.3757
0.8900,0.3686
0.9000,0.3584
0.9100,0.3386
0.9200,0.3114
0.9300,0.2744
0.9400,0.2073
0.9500,0.1441
0.9600,0.0740
0.9700,0.0075
0.9800,0.0000
0.9900,0.0000
1.0000,0.0000
