threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2382
0.0300,0.2069
0.0400,0.2477
0.0500,0.2824
0.0600,0.3005
0.0700,0.3418
0.0800,0.3617
0.0900,0.3584
0.1000,0.3844
0.1100,0.3906
0.1200,0.4091
0.1300,0.4289
0.1400,0.4297
0.1500,0.4396
0.1600,0.4357
0.1700,0.4515
0.1800,0.4654
0.1900,0.4634
0.2000,0.4742
0.2100,0.4734
0.2200,0.5042
0.2300,0.5053
0.2400,0.5074
0.2500,0.5280
0.2600,0.5421
0.2700,0.5620
0.2800,0.5821
0.2900,0.5874
0.3000,0.5981
0.3100,0.5891
0.3200,0.5796
0.3300,0.5806
0.3400,0.5672
0.3500,0.5913
0.3600,0.6047
0.3700,0.6033
0.3800,0.6100
0.3900,0.6239
0.4000,0.6214
0.4100,0.6222
0.4200,0.6247
0.4300,0.6370
0.4400,0.6427
0.4500,0.6498
0.4600,0.6514
0.4700,0.6607
0.4800,0.6706
0.4900,0.6790
0.5000,0.6807
0.5100,0.6862
0.5200,0.6951
0.5300,0.6910
0.5400,0.6845
0.5500,0.7039
0.5600,0.7112
0.5700,0.7083
0.5800,0.7132
0.5900,0.7093
0.6000,0.7015
0.6100,0.6958
0.6200,0.6993
0.6300,0.7052
0.6400,0.7150
0.6500,0.7335
0.6600,0.7418
0.6700,0.7359
0.6800,0.7306
0.6900,0.7350
0.7000,0.7226
0.7100,0.7290
0.7200,0.7320
0.7300,0.7231
0.7400,0.7140
0.7500,0.7095
0.7600,0.7161
0.7700,0.7173
0.7800,0.7079
0.7900,0.7011
0.8000,0.6996
0.8100,0.6980
0.8200,0.6905
0.8300,0.6838
0.8400,0.6748
0.8500,0.6724
0.8600,0.6597
0.8700,0.6334
0.8800,0.6139
0.8900,0.5965
0.9000,0.5744
0.9100,0.5412
0.9200,0.4925
0.9300,0.4409
0.9400,0.3537
0.9500,0.2006
0.9600,0.0960
0.9700,0.0516
0.9800,0.0034
0.9900,0.0000
1.0000,0.0000
