threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2383
0.0300,0.2007
0.0400,0.2546
0.0500,0.2994
0.0600,0.3384
0.0700,0.3871
0.0800,0.3963
0.0900,0.4145
0.1000,0.4009
0.1100,0.4291
0.1200,0.4668
0.1300,0.4574
0.1400,0.4938
0.1500,0.5050
0.1600,0.4998
0.1700,0.5148
0.1800,0.5335
0.1900,0.5405
0.2000,0.5602
0.2100,0.5740
0.2200,0.5665
0.2300,0.5878
0.2400,0.5932
0.2500,0.6098
0.2600,0.6174
0.2700,0.6190
0.2800,0.6241
0.2900,0.6170
0.3000,0.6159
0.3100,0.6269
0.3200,0.6337
0.3300,0.6301
0.3400,0.6552
0.3500,0.6617
0.3600,0.6743
0.3700,0.6776
0.3800,0.6795
0.3900,0.6858
0.4000,0.6860
0.4100,0.6957
0.4200,0.6959
0.4300,0.7169
0.4400,0.7212
0.4500,0.7509
0.4600,0.7524
0.4700,0.7511
0.4800,0.7500
0.4900,0.7700
0.5000,0.7621
0.5100,0.7651
0.5200,0.7798
0.5300,0.7862
0.5400,0.7823
0.5500,0.7880
0.5600,0.7906
0.5700,0.7889
0.5800,0.7889
0.5900,0.7868
0.6000,0.7972
0.6100,0.7938
0.6200,0.7810
0.6300,0.7792
0.6400,0.7632
0.6500,0.7561
0.6600,0.7640
0.6700,0.7673
0.6800,0.7625
0.6900,0.7554
0.7000,0.7429
0.7100,0.7467
0.7200,0.7477
0.7300,0.7395
0.7400,0.7341
0.7500,0.7227
0.7600,0.7198
0.7700,0.7147
0.7800,0.7081
0.7900,0.7002
0.8000,0.6894
0.8100,0.6798
0.8200,0.6610
0.8300,0.6528
0.8400,0.6411
0.8500,0.6205
0.8600,0.6035
0.8700,0.5727
0.8800,0.5503
0.8900,0.5059
0.9000,0.4365
0.9100,0.3478
0.9200,0.2737
0.9300,0.1977
0.9400,0.1427
0.9500,0.0865
0.9600,0.0340
0.9700,0.0175
0.9800,0.0110
0.9900,0.0000
1.0000,0.0000
