threshold,iou
0.0000,0.2381
0.0100,0.0935
0.0200,0.1097
0.0300,0.5109
0.0400,0.5919
0.0500,0.6411
0.0600,0.6677
0.0700,0.6857
0.0800,0.6928
0.0900,0.6954
0.1000,0.7159
0.1100,0.7443
0.1200,0.7486
0.1300,0.7539
0.1400,0.7602
0.1500,0.7682
0.1600,0.7686
0.1700,0.7684
0.1800,0.7676
0.1900,0.7746
0.2000,0.7746
0.2100,0.7741
0.2200,0.7724
0.2300,0.7709
0.2400,0.7768
0.2500,0.7758
0.2600,0.7750
0.2700,0.7758
0.2800,0.7766
0.2900,0.7740
0.3000,0.7740
0.3100,0.7696
0.3200,0.7704
0.3300,0.7670
0.3400,0.7651
0.3500,0.7651
0.3600,0.7647
0.3700,0.7690
0.3800,0.7703
0.3900,0.7682
0.4000,0.7639
0.4100,0.7603
0.4200,0.7592
0.4300,0.7584
0.4400,0.7510
0.4500,0.7449
0.4600,0.7432
0.4700,0.7415
0.4800,0.7418
0.4900,0.7416
0.5000,0.7394
0.5100,0.7374
0.5200,0.7360
0.5300,0.7343
0.5400,0.7333
0.5500,0.7315
0.5600,0.7278
0.5700,0.7268
0.5800,0.7242
0.5900,0.7233
0.6000,0.7212
0.6100,0.7203
0.6200,0.7182
0.6300,0.7132
0.6400,0.7110
0.6500,0.7092
0.6600,0.7098
0.6700,0.7080
0.6800,0.7059
0.6900,0.6979
0.7000,0.6869
0.7100,0.6776
0.7200,0.6683
0.7300,0.6574
0.7400,0.6362
0.7500,0.6112
0.7600,0.5716
0.7700,0.5266
0.7800,0.4874
0.7900,0.4394
0.8000,0.4029
0.8100,0.3827
0.8200,0.3784
0.8300,0.3735
0.8400,0.3665
0.8500,0.3595
0.8600,0.3497
0.8700,0.3457
0.8800,0.3444
0.8900,0.3355
0.9000,0.3232
0.9100,0.3011
0.9200,0.2723
0.9300,0.2403
0.9400,0.1997
0.9500,0.1402
0.9600,0.0711
0.9700,0.0229
0.9800,0.0028
0.9900,0.0000
1.0000,0.0000
