precision,recall
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.026,1.000
0.027,1.000
0.028,1.000
0.029,1.000
0.031,1.000
0.033,1.000
0.035,1.000
0.038,1.000
0.042,0.999
0.046,0.999
0.051,0.999
0.056,0.998
0.061,0.997
0.066,0.993
0.071,0.993
0.077,0.991
0.083,0.990
0.089,0.989
0.095,0.989
0.101,0.986
0.107,0.986
0.113,0.984
0.118,0.980
0.124,0.979
0.129,0.977
0.135,0.975
0.141,0.975
0.146,0.975
0.153,0.975
0.158,0.975
0.164,0.975
0.170,0.975
0.176,0.974
0.182,0.974
0.187,0.972
0.191,0.972
0.195,0.972
0.201,0.972
0.206,0.972
0.211,0.972
0.215,0.971
0.220,0.971
0.225,0.971
0.229,0.971
0.233,0.971
0.237,0.971
0.241,0.971
0.245,0.971
0.248,0.971
0.254,0.970
0.258,0.970
0.262,0.970
0.265,0.970
0.269,0.969
0.274,0.969
0.278,0.969
0.283,0.969
0.285,0.969
0.289,0.968
0.294,0.968
0.297,0.967
0.301,0.967
0.304,0.966
0.308,0.964
0.310,0.964
0.313,0.963
0.316,0.963
0.319,0.961
0.323,0.961
0.326,0.961
0.329,0.961
0.332,0.961
0.336,0.961
0.341,0.961
0.344,0.961
0.348,0.961
0.352,0.961
0.355,0.961
0.358,0.960
0.362,0.960
0.365,0.960
0.369,0.960
0.373,0.960
0.376,0.960
0.378,0.960
0.381,0.960
0.383,0.959
0.386,0.959
0.389,0.958
0.390,0.958
0.393,0.958
0.395,0.958
0.396,0.956
0.399,0.956
0.402,0.956
0.404,0.955
0.406,0.955
0.408,0.955
0.410,0.954
0.413,0.954
0.413,0.953
0.416,0.953
0.418,0.953
0.421,0.953
0.424,0.953
0.427,0.952
0.430,0.952
0.433,0.952
0.435,0.952
0.436,0.951
0.439,0.951
0.440,0.951
0.442,0.951
0.444,0.951
0.448,0.951
0.450,0.951
0.453,0.951
0.455,0.951
0.458,0.949
0.460,0.949
0.463,0.948
0.465,0.947
0.468,0.947
0.470,0.946
0.471,0.946
0.472,0.946
0.474,0.946
0.477,0.946
0.480,0.946
0.481,0.946
0.484,0.946
0.488,0.946
0.489,0.946
0.489,0.945
0.490,0.944
0.493,0.944
0.497,0.943
0.497,0.941
0.498,0.941
0.500,0.940
0.501,0.937
0.504,0.937
0.505,0.937
0.506,0.937
0.508,0.936
0.510,0.936
0.512,0.936
0.515,0.936
0.518,0.936
0.519,0.936
0.520,0.936
0.522,0.936
0.523,0.933
0.525,0.932
0.526,0.932
0.526,0.932
0.527,0.932
0.529,0.932
0.532,0.932
0.535,0.932
0.537,0.932
0.537,0.932
0.539,0.931
0.541,0.931
0.542,0.931
0.544,0.931
0.546,0.931
0.547,0.930
0.548,0.930
0.549,0.929
0.551,0.928
0.552,0.928
0.553,0.928
0.554,0.928
0.555,0.928
0.556,0.928
0.560,0.928
0.561,0.928
0.562,0.928
0.563,0.928
0.565,0.928
