recording,iou_max,iou_0.60,iou_0.80
N100056,0.8167,0.8167,0.6667
N106834-edited,0.8869,0.8869,0.7833
N128080,0.7900,0.7900,0.6200
N16767-edited,0.8963,0.9296,0.9630
N22158-edited,0.8773,0.9029,0.8990
N22971-edited,0.7528,0.7528,0.6298
N23417-edited,0.9444,0.9722,0.8778
N23493-edited,0.7867,0.7867,0.6800
N250512,0.9167,0.8333,0.6667
N3568,0.9167,0.9583,0.9167
N37429,0.6250,0.5833,0.7083
N38268,0.8926,0.8926,0.9213
N38516,0.9578,0.9378,0.9528
N39306,0.9405,0.9264,0.8932
N41312-edited,0.8333,0.8333,0.8333
N41564,0.7083,0.7083,0.2500
N44587-edited,0.5833,0.5500,0.5278
N460551,0.5833,0.5833,0.7917
N488610,0.7917,0.7917,0.6250
N500951,0.7222,0.7222,0.6667
N6682-edited,1.0000,1.0000,0.7812
N737290,0.6000,0.6667,0.7333
N98507,0.8333,0.6667,0.6667
XC109766,0.8958,0.8958,0.7208
XC109767,0.9124,0.9117,0.9109
XC109769,0.9491,0.9206,0.9765
XC114554,0.8000,0.8000,1.0000
XC134014-edited,0.3857,0.4571,0.3968
XC144024,0.6667,0.6667,0.6667
XC159959,0.7119,0.7119,0.5155
XC172881,0.7143,0.7143,0.8333
XC215372,0.6667,0.7778,0.7222
XC271361,0.5889,0.5889,0.2500
XC801172-edited,0.8690,0.8690,0.8135
XC812929,0.7952,0.7952,0.5405
