threshold,precision,recall
0.012,0.025,1.000
0.013,0.025,1.000
0.014,0.025,1.000
0.015,0.025,1.000
0.016,0.025,1.000
0.017,0.025,1.000
0.018,0.025,1.000
0.019,0.025,1.000
0.020,0.025,1.000
0.021,0.025,1.000
0.022,0.025,1.000
0.023,0.025,1.000
0.024,0.025,1.000
0.025,0.026,1.000
0.026,0.026,1.000
0.027,0.027,0.999
0.028,0.028,0.999
0.029,0.029,0.999
0.030,0.031,0.997
0.031,0.033,0.995
0.032,0.036,0.993
0.033,0.040,0.992
0.034,0.045,0.991
0.035,0.050,0.991
0.036,0.056,0.991
0.037,0.062,0.990
0.038,0.069,0.990
0.039,0.076,0.990
0.040,0.084,0.989
0.041,0.091,0.989
0.042,0.099,0.987
0.043,0.107,0.986
0.044,0.114,0.985
0.045,0.122,0.984
0.046,0.130,0.983
0.047,0.137,0.979
0.048,0.144,0.978
0.049,0.152,0.978
0.050,0.160,0.978
0.051,0.167,0.978
0.052,0.174,0.977
0.053,0.181,0.977
0.054,0.188,0.977
0.055,0.195,0.977
0.056,0.202,0.977
0.057,0.207,0.975
0.058,0.213,0.975
0.059,0.219,0.975
0.060,0.226,0.975
0.061,0.232,0.974
0.062,0.238,0.974
0.063,0.243,0.972
0.064,0.249,0.972
0.065,0.254,0.971
0.066,0.259,0.970
0.067,0.264,0.970
0.068,0.269,0.969
0.069,0.273,0.968
0.070,0.277,0.968
0.071,0.281,0.966
0.072,0.284,0.964
0.073,0.289,0.964
0.074,0.294,0.963
0.075,0.298,0.963
0.076,0.303,0.962
0.077,0.307,0.961
0.078,0.311,0.960
0.079,0.315,0.960
0.080,0.319,0.960
0.081,0.324,0.960
0.082,0.327,0.960
0.083,0.331,0.960
0.084,0.334,0.959
0.085,0.338,0.959
0.086,0.341,0.958
0.087,0.344,0.958
0.088,0.348,0.956
0.089,0.350,0.955
0.090,0.353,0.955
0.091,0.357,0.955
0.092,0.361,0.955
0.093,0.364,0.955
0.094,0.367,0.954
0.095,0.370,0.954
0.096,0.374,0.953
0.097,0.377,0.953
0.098,0.381,0.953
0.099,0.382,0.953
0.100,0.386,0.953
0.101,0.390,0.953
0.102,0.392,0.952
0.103,0.395,0.952
0.104,0.397,0.952
0.105,0.399,0.951
0.106,0.403,0.951
0.107,0.407,0.951
0.108,0.410,0.951
0.109,0.413,0.951
0.110,0.415,0.949
0.111,0.417,0.948
0.112,0.421,0.948
0.113,0.423,0.948
0.114,0.426,0.947
0.115,0.427,0.947
0.116,0.429,0.947
0.117,0.432,0.947
0.118,0.434,0.946
0.119,0.436,0.946
0.120,0.438,0.946
0.121,0.441,0.946
0.122,0.443,0.946
0.123,0.443,0.946
0.124,0.447,0.946
0.125,0.449,0.946
0.126,0.452,0.945
0.127,0.455,0.944
0.128,0.457,0.944
0.129,0.460,0.944
0.130,0.462,0.944
0.131,0.463,0.944
0.132,0.464,0.943
0.133,0.465,0.943
0.134,0.468,0.940
0.135,0.471,0.940
0.136,0.472,0.940
0.137,0.474,0.939
0.138,0.478,0.939
0.139,0.479,0.938
0.140,0.481,0.938
0.141,0.484,0.938
0.142,0.485,0.937
0.143,0.486,0.937
0.144,0.488,0.937
0.145,0.489,0.937
0.146,0.491,0.937
0.147,0.493,0.937
0.148,0.496,0.937
0.149,0.499,0.937
0.150,0.501,0.937
0.151,0.503,0.936
0.152,0.504,0.936
0.153,0.506,0.936
0.154,0.506,0.935
0.155,0.509,0.935
0.156,0.511,0.935
0.157,0.515,0.935
0.158,0.517,0.933
0.159,0.518,0.933
0.160,0.521,0.932
0.161,0.522,0.931
0.162,0.525,0.931
0.163,0.526,0.931
0.164,0.527,0.931
0.165,0.529,0.931
0.166,0.530,0.931
0.167,0.533,0.930
0.168,0.536,0.930
0.169,0.538,0.929
0.170,0.540,0.929
0.171,0.542,0.929
0.172,0.543,0.928
0.173,0.545,0.928
0.174,0.547,0.928
0.175,0.549,0.928
0.176,0.550,0.927
0.177,0.550,0.927
0.178,0.553,0.927
0.179,0.555,0.927
0.180,0.557,0.927
0.181,0.557,0.927
0.182,0.558,0.927
0.183,0.561,0.927
0.184,0.562,0.927
0.185,0.563,0.927
0.186,0.565,0.925
0.187,0.566,0.925
0.188,0.567,0.925
0.189,0.568,0.925
0.190,0.570,0.924
0.191,0.572,0.924
0.192,0.574,0.924
0.193,0.577,0.924
0.194,0.577,0.924
0.195,0.579,0.924
0.196,0.580,0.923
0.197,0.581,0.923
0.198,0.584,0.923
0.199,0.585,0.923
0.200,0.587,0.923
0.201,0.589,0.922
0.202,0.590,0.922
0.203,0.592,0.922
0.204,0.594,0.922
0.205,0.595,0.922
0.206,0.597,0.921
0.207,0.599,0.921
0.208,0.600,0.920
0.209,0.601,0.920
0.210,0.602,0.920
0.211,0.602,0.918
0.212,0.603,0.918
0.213,0.604,0.916
0.214,0.605,0.915
0.215,0.606,0.915
0.216,0.608,0.915
0.217,0.609,0.915
0.218,0.611,0.914
0.219,0.613,0.914
0.220,0.615,0.914
0.221,0.616,0.914
0.223,0.616,0.914
0.224,0.618,0.914
0.225,0.620,0.914
0.226,0.620,0.914
0.227,0.623,0.913
0.228,0.623,0.912
0.229,0.623,0.912
0.230,0.625,0.912
