precision,recall
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.026,1.000
0.026,1.000
0.027,1.000
0.027,0.999
0.028,0.999
0.030,0.999
0.032,0.998
0.034,0.997
0.037,0.992
0.040,0.990
0.044,0.989
0.048,0.989
0.053,0.986
0.058,0.985
0.063,0.982
0.068,0.978
0.074,0.975
0.080,0.974
0.086,0.969
0.092,0.967
0.099,0.963
0.105,0.962
0.111,0.960
0.117,0.959
0.123,0.959
0.129,0.956
0.135,0.955
0.141,0.955
0.146,0.952
0.152,0.948
0.159,0.948
0.165,0.946
0.171,0.946
0.176,0.944
0.181,0.941
0.187,0.940
0.192,0.939
0.198,0.938
0.202,0.935
0.208,0.932
0.213,0.931
0.219,0.931
0.224,0.930
0.230,0.929
0.235,0.928
0.240,0.928
0.245,0.927
0.250,0.927
0.256,0.927
0.259,0.924
0.264,0.923
0.269,0.922
0.275,0.922
0.278,0.921
0.283,0.920
0.286,0.920
0.291,0.920
0.296,0.918
0.300,0.917
0.304,0.917
0.308,0.917
0.314,0.917
0.317,0.916
0.321,0.914
0.325,0.914
0.330,0.914
0.334,0.913
0.337,0.913
0.342,0.913
0.346,0.913
0.349,0.913
0.352,0.913
0.355,0.913
0.359,0.913
0.362,0.912
0.366,0.910
0.370,0.910
0.373,0.910
0.378,0.909
0.382,0.909
0.384,0.907
0.386,0.905
0.388,0.904
0.391,0.904
0.396,0.904
0.400,0.902
0.404,0.901
0.406,0.901
0.409,0.901
0.411,0.900
0.415,0.900
0.418,0.899
0.421,0.899
0.424,0.898
0.427,0.897
0.430,0.897
0.433,0.894
0.436,0.894
0.440,0.894
0.443,0.894
0.447,0.894
0.450,0.894
0.453,0.893
0.454,0.893
0.457,0.891
0.459,0.889
0.462,0.889
0.466,0.889
0.468,0.887
0.470,0.886
0.473,0.886
0.476,0.886
0.480,0.886
0.482,0.886
0.486,0.886
0.487,0.886
0.492,0.886
0.494,0.886
0.497,0.886
0.499,0.886
0.501,0.885
0.505,0.884
0.506,0.882
0.509,0.882
0.510,0.881
0.512,0.881
0.515,0.881
0.517,0.881
0.519,0.881
0.521,0.881
0.522,0.881
0.526,0.879
0.529,0.879
0.530,0.879
0.533,0.879
0.534,0.878
0.536,0.877
0.537,0.876
0.539,0.876
0.542,0.876
0.543,0.875
0.544,0.873
0.545,0.873
0.547,0.871
0.549,0.871
0.553,0.871
0.556,0.871
0.557,0.871
0.559,0.871
0.561,0.869
0.562,0.869
0.564,0.869
0.566,0.869
0.567,0.869
0.569,0.868
0.571,0.868
0.571,0.868
0.573,0.868
0.573,0.867
0.574,0.867
0.575,0.865
0.577,0.862
0.577,0.861
0.578,0.860
0.578,0.859
0.581,0.859
0.582,0.859
0.583,0.859
0.585,0.859
0.586,0.856
0.588,0.856
0.589,0.856
0.590,0.856
0.593,0.856
0.594,0.856
0.596,0.855
0.597,0.855
0.599,0.855
0.601,0.854
0.602,0.854
0.604,0.853
0.605,0.852
