threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2289
0.0300,0.1920
0.0400,0.2403
0.0500,0.2973
0.0600,0.3083
0.0700,0.3405
0.0800,0.3599
0.0900,0.3841
0.1000,0.3972
0.1100,0.4163
0.1200,0.4131
0.1300,0.4122
0.1400,0.4252
0.1500,0.4333
0.1600,0.4178
0.1700,0.4321
0.1800,0.4490
0.1900,0.4634
0.2000,0.4718
0.2100,0.4843
0.2200,0.4876
0.2300,0.4977
0.2400,0.4998
0.2500,0.5199
0.2600,0.5227
0.2700,0.5354
0.2800,0.5455
0.2900,0.5534
0.3000,0.5675
0.3100,0.5711
0.3200,0.5722
0.3300,0.5965
0.3400,0.6003
0.3500,0.6161
0.3600,0.6193
0.3700,0.6036
0.3800,0.6097
0.3900,0.6119
0.4000,0.6031
0.4100,0.6082
0.4200,0.5899
0.4300,0.6057
0.4400,0.6044
0.4500,0.6127
0.4600,0.6105
0.4700,0.6297
0.4800,0.6281
0.4900,0.6270
0.5000,0.6225
0.5100,0.6271
0.5200,0.6398
0.5300,0.6428
0.5400,0.6360
0.5500,0.6467
0.5600,0.6646
0.5700,0.6799
0.5800,0.6932
0.5900,0.6804
0.6000,0.6899
0.6100,0.6968
0.6200,0.6833
0.6300,0.6877
0.6400,0.6918
0.6500,0.6926
0.6600,0.7028
0.6700,0.6970
0.6800,0.6961
0.6900,0.7077
0.7000,0.7267
0.7100,0.7295
0.7200,0.7404
0.7300,0.7394
0.7400,0.7268
0.7500,0.7216
0.7600,0.7137
0.7700,0.7066
0.7800,0.6948
0.7900,0.6904
0.8000,0.6774
0.8100,0.6638
0.8200,0.6528
0.8300,0.6475
0.8400,0.6519
0.8500,0.6394
0.8600,0.6401
0.8700,0.6322
0.8800,0.6212
0.8900,0.6050
0.9000,0.5900
0.9100,0.5659
0.9200,0.5031
0.9300,0.4358
0.9400,0.3675
0.9500,0.2994
0.9600,0.2115
0.9700,0.0891
0.9800,0.0374
0.9900,0.0000
1.0000,0.0000
