threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2382
0.0300,0.2246
0.0400,0.2707
0.0500,0.3054
0.0600,0.3312
0.0700,0.3482
0.0800,0.3628
0.0900,0.3658
0.1000,0.3821
0.1100,0.3884
0.1200,0.4007
0.1300,0.3950
0.1400,0.4134
0.1500,0.4155
0.1600,0.4240
0.1700,0.4406
0.1800,0.4616
0.1900,0.4693
0.2000,0.4761
0.2100,0.4967
0.2200,0.5070
0.2300,0.5252
0.2400,0.5371
0.2500,0.5275
0.2600,0.5507
0.2700,0.5696
0.2800,0.5808
0.2900,0.5961
0.3000,0.5982
0.3100,0.6094
0.3200,0.6188
0.3300,0.6337
0.3400,0.6580
0.3500,0.6380
0.3600,0.6393
0.3700,0.6332
0.3800,0.6512
0.3900,0.6477
0.4000,0.6755
0.4100,0.6900
0.4200,0.6974
0.4300,0.7105
0.4400,0.7160
0.4500,0.7069
0.4600,0.7176
0.4700,0.7230
0.4800,0.7320
0.4900,0.7402
0.5000,0.7458
0.5100,0.7533
0.5200,0.7546
0.5300,0.7547
0.5400,0.7624
0.5500,0.7674
0.5600,0.7590
0.5700,0.7546
0.5800,0.7465
0.5900,0.7523
0.6000,0.7502
0.6100,0.7478
0.6200,0.7728
0.6300,0.7756
0.6400,0.7790
0.6500,0.7882
0.6600,0.7868
0.6700,0.7859
0.6800,0.7958
0.6900,0.7972
0.7000,0.7972
0.7100,0.7919
0.7200,0.7891
0.7300,0.7874
0.7400,0.7811
0.7500,0.7660
0.7600,0.7615
0.7700,0.7538
0.7800,0.7491
0.7900,0.7314
0.8000,0.7229
0.8100,0.7213
0.8200,0.7113
0.8300,0.7065
0.8400,0.6930
0.8500,0.6829
0.8600,0.6783
0.8700,0.6540
0.8800,0.6353
0.8900,0.6150
0.9000,0.6060
0.9100,0.5770
0.9200,0.5318
0.9300,0.4575
0.9400,0.3592
0.9500,0.2253
0.9600,0.1403
0.9700,0.0753
0.9800,0.0298
0.9900,0.0000
1.0000,0.0000
