threshold,true positive rate,false positive rate
0.016,1.000,1.000
0.017,1.000,1.000
0.018,1.000,1.000
0.019,1.000,1.000
0.020,1.000,1.000
0.021,1.000,0.999
0.022,1.000,0.998
0.023,1.000,0.997
0.024,1.000,0.994
0.025,1.000,0.990
0.026,1.000,0.983
0.027,1.000,0.974
0.028,1.000,0.961
0.029,1.000,0.941
0.030,1.000,0.917
0.031,0.998,0.890
0.032,0.998,0.855
0.033,0.997,0.812
0.034,0.995,0.766
0.035,0.994,0.712
0.036,0.993,0.654
0.037,0.993,0.599
0.038,0.992,0.544
0.039,0.991,0.494
0.040,0.989,0.447
0.041,0.989,0.404
0.042,0.986,0.366
0.043,0.985,0.330
0.044,0.983,0.302
0.045,0.983,0.276
0.046,0.982,0.256
0.047,0.982,0.238
0.048,0.982,0.220
0.049,0.979,0.204
0.050,0.977,0.191
0.051,0.977,0.179
0.052,0.976,0.169
0.053,0.976,0.160
0.054,0.974,0.151
0.055,0.974,0.144
0.056,0.974,0.137
0.057,0.972,0.130
0.058,0.972,0.124
0.059,0.972,0.120
0.060,0.972,0.115
0.061,0.971,0.111
0.062,0.971,0.107
0.063,0.971,0.104
0.064,0.971,0.101
0.065,0.970,0.097
0.066,0.970,0.094
0.067,0.968,0.091
0.068,0.968,0.088
0.069,0.968,0.086
0.070,0.966,0.084
0.071,0.966,0.081
0.072,0.966,0.079
0.073,0.966,0.077
0.074,0.966,0.076
0.075,0.966,0.074
0.076,0.964,0.072
0.077,0.961,0.071
0.078,0.961,0.070
0.079,0.959,0.068
0.080,0.956,0.067
0.081,0.956,0.066
0.082,0.956,0.064
0.083,0.956,0.063
0.084,0.955,0.061
0.085,0.954,0.060
0.086,0.953,0.059
0.087,0.951,0.058
0.088,0.951,0.057
0.089,0.951,0.055
0.090,0.949,0.055
0.091,0.949,0.054
0.092,0.949,0.053
0.093,0.949,0.052
0.094,0.949,0.051
0.095,0.949,0.050
0.096,0.949,0.049
0.097,0.949,0.049
0.098,0.949,0.048
0.099,0.949,0.047
0.100,0.949,0.047
0.101,0.949,0.046
0.102,0.949,0.045
0.103,0.948,0.045
0.104,0.948,0.044
0.105,0.948,0.043
0.106,0.947,0.043
0.107,0.947,0.042
0.108,0.946,0.042
0.109,0.946,0.041
0.110,0.946,0.041
0.111,0.946,0.040
0.112,0.945,0.040
0.113,0.945,0.039
0.114,0.945,0.039
0.115,0.945,0.038
0.116,0.945,0.038
0.117,0.943,0.038
0.118,0.941,0.037
0.119,0.940,0.037
0.120,0.939,0.036
0.121,0.939,0.036
0.122,0.939,0.035
0.123,0.939,0.035
0.124,0.939,0.035
0.125,0.939,0.034
0.126,0.938,0.034
0.128,0.938,0.033
0.130,0.938,0.032
0.132,0.938,0.032
0.133,0.938,0.031
0.134,0.938,0.031
0.135,0.937,0.030
0.136,0.937,0.030
0.137,0.937,0.030
0.138,0.937,0.030
0.139,0.937,0.029
0.140,0.936,0.029
0.141,0.936,0.029
0.142,0.935,0.028
0.143,0.933,0.028
0.144,0.932,0.028
0.145,0.931,0.027
0.146,0.931,0.027
0.147,0.931,0.027
0.148,0.931,0.027
0.149,0.931,0.027
0.150,0.931,0.026
0.151,0.931,0.026
0.152,0.931,0.026
0.153,0.931,0.026
0.154,0.930,0.025
0.155,0.930,0.025
0.157,0.930,0.024
0.158,0.930,0.024
0.159,0.930,0.024
0.160,0.930,0.024
0.161,0.929,0.024
0.162,0.928,0.023
0.163,0.928,0.023
0.164,0.928,0.023
0.165,0.928,0.023
0.166,0.928,0.023
0.167,0.928,0.022
0.169,0.928,0.022
0.170,0.928,0.022
0.171,0.928,0.022
0.172,0.927,0.022
0.173,0.927,0.021
0.175,0.927,0.021
0.176,0.927,0.021
0.177,0.927,0.021
0.178,0.925,0.021
0.179,0.925,0.021
0.180,0.925,0.020
