threshold,precision,recall
0.016,0.025,1.000
0.017,0.025,1.000
0.018,0.025,1.000
0.019,0.025,1.000
0.020,0.025,1.000
0.021,0.025,1.000
0.022,0.025,1.000
0.023,0.025,1.000
0.024,0.025,1.000
0.025,0.025,1.000
0.026,0.025,1.000
0.027,0.025,1.000
0.028,0.026,1.000
0.029,0.026,1.000
0.030,0.027,1.000
0.031,0.028,0.998
0.032,0.029,0.998
0.033,0.030,0.997
0.034,0.032,0.995
0.035,0.034,0.994
0.036,0.037,0.993
0.037,0.040,0.993
0.038,0.044,0.992
0.039,0.048,0.991
0.040,0.053,0.989
0.041,0.058,0.989
0.042,0.064,0.986
0.043,0.070,0.985
0.044,0.076,0.983
0.045,0.083,0.983
0.046,0.089,0.982
0.047,0.095,0.982
0.048,0.102,0.982
0.049,0.108,0.979
0.050,0.115,0.977
0.051,0.122,0.977
0.052,0.128,0.976
0.053,0.134,0.976
0.054,0.140,0.974
0.055,0.146,0.974
0.056,0.153,0.974
0.057,0.159,0.972
0.058,0.166,0.972
0.059,0.171,0.972
0.060,0.176,0.972
0.061,0.182,0.971
0.062,0.187,0.971
0.063,0.192,0.971
0.064,0.197,0.971
0.065,0.202,0.970
0.066,0.208,0.970
0.067,0.213,0.968
0.068,0.218,0.968
0.069,0.223,0.968
0.070,0.227,0.966
0.071,0.231,0.966
0.072,0.236,0.966
0.073,0.240,0.966
0.074,0.245,0.966
0.075,0.249,0.966
0.076,0.254,0.964
0.077,0.256,0.961
0.078,0.259,0.961
0.079,0.262,0.959
0.080,0.267,0.956
0.081,0.270,0.956
0.082,0.274,0.956
0.083,0.279,0.956
0.084,0.284,0.955
0.085,0.288,0.954
0.086,0.292,0.953
0.087,0.295,0.951
0.088,0.299,0.951
0.089,0.303,0.951
0.090,0.306,0.949
0.091,0.310,0.949
0.092,0.313,0.949
0.093,0.317,0.949
0.094,0.320,0.949
0.095,0.324,0.949
0.096,0.328,0.949
0.097,0.331,0.949
0.098,0.334,0.949
