precision,recall
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.026,1.000
0.026,1.000
0.027,1.000
0.028,1.000
0.029,1.000
0.030,1.000
0.032,0.999
0.034,0.998
0.037,0.995
0.041,0.994
0.044,0.993
0.049,0.993
0.053,0.993
0.058,0.993
0.063,0.991
0.069,0.991
0.074,0.990
0.080,0.987
0.086,0.985
0.092,0.984
0.098,0.982
0.103,0.979
0.108,0.977
0.114,0.974
0.119,0.971
0.125,0.971
0.130,0.971
0.136,0.971
0.143,0.970
0.149,0.970
0.153,0.969
0.159,0.969
0.165,0.969
0.171,0.969
0.177,0.969
0.183,0.969
0.188,0.969
0.192,0.968
0.195,0.968
0.200,0.967
0.205,0.967
0.209,0.967
0.214,0.966
0.218,0.964
0.223,0.964
0.227,0.964
0.231,0.964
0.236,0.964
0.241,0.964
0.246,0.964
0.250,0.964
0.254,0.964
0.259,0.964
0.263,0.964
0.267,0.964
0.270,0.964
0.275,0.963
0.279,0.963
0.283,0.963
0.287,0.961
0.290,0.960
0.293,0.960
0.298,0.960
0.302,0.960
0.305,0.960
0.310,0.960
0.313,0.960
0.316,0.959
0.319,0.959
0.323,0.959
0.327,0.959
0.330,0.958
0.335,0.958
0.338,0.955
0.341,0.955
0.344,0.955
0.349,0.955
0.352,0.955
0.356,0.954
0.359,0.953
0.363,0.953
0.367,0.953
0.369,0.953
0.372,0.953
0.373,0.952
0.377,0.951
0.380,0.951
0.383,0.951
0.385,0.951
0.389,0.951
0.392,0.951
0.395,0.951
0.398,0.951
0.400,0.951
0.405,0.951
0.407,0.951
0.409,0.951
0.412,0.951
0.414,0.949
0.417,0.948
0.419,0.948
0.422,0.947
0.424,0.947
0.426,0.947
0.428,0.946
0.431,0.946
0.434,0.946
0.438,0.946
0.441,0.946
0.445,0.946
0.447,0.946
0.449,0.946
0.451,0.946
0.453,0.946
0.456,0.946
0.459,0.945
0.460,0.945
0.462,0.945
0.464,0.945
0.467,0.945
0.469,0.945
0.470,0.944
0.473,0.944
0.475,0.944
0.478,0.944
0.480,0.944
0.483,0.943
0.486,0.943
0.489,0.943
0.490,0.941
0.491,0.941
0.493,0.941
0.495,0.941
0.496,0.939
0.498,0.938
0.500,0.938
0.503,0.938
0.504,0.938
0.505,0.937
0.507,0.937
0.509,0.936
0.512,0.936
0.514,0.936
0.515,0.936
0.517,0.936
0.518,0.936
0.522,0.936
0.522,0.936
0.523,0.935
0.524,0.933
0.526,0.933
0.529,0.933
0.530,0.933
0.533,0.933
0.534,0.933
0.535,0.933
0.536,0.933
0.538,0.932
0.540,0.932
0.541,0.932
0.543,0.932
0.544,0.932
0.545,0.932
0.548,0.932
0.548,0.931
0.550,0.930
0.551,0.930
0.551,0.928
0.553,0.928
0.555,0.928
0.558,0.928
0.559,0.928
0.561,0.928
0.563,0.928
0.565,0.928
0.567,0.928
0.569,0.928
0.569,0.927
0.572,0.927
0.572,0.927
0.574,0.927
0.576,0.927
0.576,0.925
0.577,0.924
0.579,0.924
