threshold,true positive rate,false positive rate
0.017,1.000,1.000
0.018,1.000,1.000
0.019,1.000,1.000
0.020,1.000,1.000
0.021,1.000,0.999
0.022,1.000,0.998
0.023,1.000,0.996
0.024,1.000,0.993
0.025,1.000,0.988
0.026,1.000,0.980
0.027,1.000,0.967
0.028,1.000,0.951
0.029,1.000,0.927
0.030,1.000,0.895
0.031,1.000,0.856
0.032,1.000,0.813
0.033,0.999,0.763
0.034,0.998,0.709
0.035,0.995,0.653
0.036,0.994,0.597
0.037,0.993,0.545
0.038,0.993,0.494
0.039,0.993,0.449
0.040,0.993,0.408
0.041,0.991,0.371
0.042,0.991,0.342
0.043,0.990,0.314
0.044,0.987,0.289
0.045,0.985,0.266
0.046,0.984,0.247
0.047,0.982,0.230
0.048,0.979,0.217
0.049,0.977,0.204
0.050,0.974,0.192
0.051,0.971,0.183
0.052,0.971,0.173
0.053,0.971,0.164
0.054,0.971,0.156
0.055,0.970,0.148
0.056,0.970,0.141
0.057,0.969,0.136
0.058,0.969,0.130
0.059,0.969,0.125
0.060,0.969,0.120
0.061,0.969,0.115
0.062,0.969,0.110
0.063,0.969,0.106
0.064,0.968,0.103
0.065,0.968,0.101
0.066,0.967,0.098
0.067,0.967,0.095
0.068,0.967,0.093
0.069,0.966,0.090
0.070,0.964,0.088
0.071,0.964,0.085
0.072,0.964,0.084
0.073,0.964,0.081
0.074,0.964,0.079
0.075,0.964,0.077
0.076,0.964,0.075
0.077,0.964,0.073
0.078,0.964,0.072
0.079,0.964,0.070
0.080,0.964,0.069
0.081,0.964,0.067
0.082,0.964,0.066
0.083,0.963,0.065
0.084,0.963,0.063
0.085,0.963,0.062
0.086,0.961,0.061
0.087,0.960,0.060
0.088,0.960,0.059
0.089,0.960,0.057
0.090,0.960,0.056
0.091,0.960,0.055
0.092,0.960,0.054
0.093,0.960,0.054
0.094,0.959,0.053
0.095,0.959,0.052
0.096,0.959,0.051
0.097,0.959,0.050
0.098,0.958,0.049
0.099,0.958,0.048
0.100,0.955,0.047
0.101,0.955,0.047
0.102,0.955,0.046
0.103,0.955,0.045
0.104,0.955,0.045
0.105,0.954,0.044
0.106,0.953,0.043
0.107,0.953,0.042
0.108,0.953,0.042
0.109,0.953,0.041
0.110,0.953,0.041
0.111,0.952,0.041
0.112,0.951,0.040
0.113,0.951,0.039
0.114,0.951,0.039
0.115,0.951,0.038
0.116,0.951,0.038
0.117,0.951,0.037
0.118,0.951,0.037
0.119,0.951,0.037
0.120,0.951,0.036
0.121,0.951,0.035
0.122,0.951,0.035
0.124,0.951,0.034
0.125,0.949,0.034
0.126,0.948,0.034
0.127,0.948,0.033
0.128,0.947,0.033
0.129,0.947,0.033
0.130,0.947,0.032
0.131,0.946,0.032
0.132,0.946,0.032
0.133,0.946,0.031
0.134,0.946,0.031
0.135,0.946,0.030
0.136,0.946,0.030
0.137,0.946,0.030
0.138,0.946,0.029
0.139,0.946,0.029
0.140,0.946,0.029
0.141,0.946,0.029
0.142,0.945,0.028
0.143,0.945,0.028
0.144,0.945,0.028
0.145,0.945,0.028
0.146,0.945,0.027
0.147,0.945,0.027
0.148,0.944,0.027
0.149,0.944,0.027
0.150,0.944,0.026
0.151,0.944,0.026
0.152,0.944,0.026
0.153,0.943,0.026
0.154,0.943,0.025
0.155,0.943,0.025
0.156,0.941,0.025
0.157,0.941,0.025
0.158,0.941,0.025
0.159,0.941,0.024
0.160,0.939,0.024
0.161,0.938,0.024
0.162,0.938,0.024
0.163,0.938,0.024
0.164,0.938,0.023
0.165,0.937,0.023
0.166,0.937,0.023
0.167,0.936,0.023
0.168,0.936,0.023
0.169,0.936,0.022
0.170,0.936,0.022
0.172,0.936,0.022
0.173,0.936,0.022
0.174,0.936,0.022
0.175,0.935,0.022
0.176,0.933,0.022
0.177,0.933,0.021
0.178,0.933,0.021
0.179,0.933,0.021
0.180,0.933,0.021
0.181,0.933,0.021
0.182,0.933,0.021
0.183,0.933,0.021
0.184,0.932,0.020
0.185,0.932,0.020
0.187,0.932,0.020
0.188,0.932,0.020
0.189,0.932,0.020
0.190,0.932,0.020
0.191,0.931,0.019
0.192,0.930,0.019
0.193,0.930,0.019
0.194,0.928,0.019
0.195,0.928,0.019
0.196,0.928,0.019
0.197,0.928,0.019
0.198,0.928,0.019
0.199,0.928,0.018
0.201,0.928,0.018
0.202,0.928,0.018
0.203,0.928,0.018
0.204,0.927,0.018
0.205,0.927,0.018
0.206,0.927,0.018
0.207,0.927,0.017
0.208,0.927,0.017
0.210,0.924,0.017
0.211,0.924,0.017
0.212,0.922,0.017
0.213,0.922,0.017
0.214,0.921,0.017
0.215,0.921,0.017
0.216,0.921,0.016
0.217,0.921,0.016
0.218,0.920,0.016
0.219,0.917,0.016
0.221,0.917,0.016
0.222,0.917,0.016
0.223,0.917,0.016
0.224,0.917,0.016
0.225,0.917,0.016
0.226,0.917,0.016
0.227,0.917,0.016
0.228,0.917,0.015
0.229,0.916,0.015
0.230,0.915,0.015
0.231,0.914,0.015
0.232,0.913,0.015
0.233,0.913,0.015
0.234,0.913,0.015
0.235,0.913,0.015
0.238,0.909,0.015
0.239,0.909,0.015
0.240,0.908,0.015
0.241,0.906,0.014
0.242,0.905,0.014
0.243,0.905,0.014
0.244,0.905,0.014
0.245,0.905,0.014
0.246,0.905,0.014
0.247,0.905,0.014
0.248,0.904,0.014
0.249,0.904,0.014
0.250,0.904,0.014
0.252,0.904,0.013
0.254,0.904,0.013
0.255,0.901,0.013
0.256,0.901,0.013
0.257,0.901,0.013
0.258,0.900,0.013
0.259,0.900,0.013
0.260,0.900,0.013
0.261,0.900,0.013
0.262,0.900,0.013
0.263,0.899,0.013
0.264,0.899,0.012
0.267,0.899,0.012
0.268,0.898,0.012
0.269,0.898,0.012
0.270,0.898,0.012
0.272,0.898,0.012
0.274,0.898,0.012
0.275,0.898,0.012
0.278,0.898,0.012
0.279,0.898,0.012
0.280,0.897,0.011
0.282,0.897,0.011
0.284,0.897,0.011
0.285,0.897,0.011
0.288,0.897,0.011
0.289,0.897,0.011
0.290,0.897,0.011
0.293,0.897,0.011
0.294,0.896,0.011
0.300,0.896,0.011
0.301,0.894,0.011
0.302,0.894,0.011
0.303,0.894,0.011
0.304,0.893,0.011
0.306,0.893,0.011
0.307,0.893,0.010
0.308,0.893,0.010
0.310,0.893,0.010
0.311,0.893,0.010
0.312,0.891,0.010
0.313,0.890,0.010
0.317,0.890,0.010
0.319,0.890,0.010
0.322,0.890,0.010
0.323,0.890,0.010
