threshold,iou
0.0000,0.2381
0.0100,0.2395
0.0200,0.2151
0.0300,0.1754
0.0400,0.2900
0.0500,0.4285
0.0600,0.5184
0.0700,0.5972
0.0800,0.6256
0.0900,0.6490
0.1000,0.6668
0.1100,0.6741
0.1200,0.6959
0.1300,0.7050
0.1400,0.7163
0.1500,0.7165
0.1600,0.7190
0.1700,0.7167
0.1800,0.7228
0.1900,0.7304
0.2000,0.7375
0.2100,0.7456
0.2200,0.7488
0.2300,0.7533
0.2400,0.7565
0.2500,0.7583
0.2600,0.7592
0.2700,0.7623
0.2800,0.7650
0.2900,0.7684
0.3000,0.7702
0.3100,0.7721
0.3200,0.7742
0.3300,0.7754
0.3400,0.7781
0.3500,0.7776
0.3600,0.7788
0.3700,0.7788
0.3800,0.7769
0.3900,0.7812
0.4000,0.7826
0.4100,0.7852
0.4200,0.7883
0.4300,0.7873
0.4400,0.7880
0.4500,0.7911
0.4600,0.7902
0.4700,0.7909
0.4800,0.7931
0.4900,0.7924
0.5000,0.7928
0.5100,0.7906
0.5200,0.7943
0.5300,0.7923
0.5400,0.7902
0.5500,0.7888
0.5600,0.7902
0.5700,0.7933
0.5800,0.7902
0.5900,0.7918
0.6000,0.7903
0.6100,0.7960
0.6200,0.7946
0.6300,0.7940
0.6400,0.7915
0.6500,0.7962
0.6600,0.7942
0.6700,0.7956
0.6800,0.7948
0.6900,0.7946
0.7000,0.7975
0.7100,0.7951
0.7200,0.7890
0.7300,0.7858
0.7400,0.7859
0.7500,0.7812
0.7600,0.7775
0.7700,0.7740
0.7800,0.7615
0.7900,0.7591
0.8000,0.7579
0.8100,0.7517
0.8200,0.7443
0.8300,0.7312
0.8400,0.7222
0.8500,0.7137
0.8600,0.7017
0.8700,0.6895
0.8800,0.6693
0.8900,0.6483
0.9000,0.6246
0.9100,0.5803
0.9200,0.5105
0.9300,0.4182
0.9400,0.3148
0.9500,0.2285
0.9600,0.1399
0.9700,0.0893
0.9800,0.0238
0.9900,0.0000
1.0000,0.0000
