threshold,precision,recall
0.016,0.025,1.000
0.017,0.025,1.000
0.018,0.025,1.000
0.019,0.025,1.000
0.020,0.025,1.000
0.021,0.025,1.000
0.022,0.025,1.000
0.023,0.025,1.000
0.024,0.025,1.000
0.025,0.025,1.000
0.026,0.025,1.000
0.027,0.026,1.000
0.028,0.026,1.000
0.029,0.027,1.000
0.030,0.029,1.000
0.031,0.030,0.999
0.032,0.033,0.999
0.033,0.035,0.999
0.034,0.039,0.999
0.035,0.043,0.997
0.036,0.047,0.995
0.037,0.052,0.994
0.038,0.057,0.992
0.039,0.063,0.990
0.040,0.068,0.990
0.041,0.074,0.990
0.042,0.080,0.990
0.043,0.085,0.986
0.044,0.091,0.982
0.045,0.098,0.982
0.046,0.103,0.980
0.047,0.108,0.979
0.048,0.114,0.979
0.049,0.120,0.979
0.050,0.125,0.978
0.051,0.130,0.978
0.052,0.136,0.978
0.053,0.141,0.978
0.054,0.146,0.977
0.055,0.151,0.977
0.056,0.156,0.976
0.057,0.161,0.975
0.058,0.167,0.975
0.059,0.172,0.975
0.060,0.177,0.975
0.061,0.183,0.975
0.062,0.188,0.975
0.063,0.193,0.975
0.064,0.198,0.975
0.065,0.202,0.974
0.066,0.207,0.974
0.067,0.212,0.974
0.068,0.216,0.974
0.069,0.221,0.974
0.070,0.225,0.972
0.071,0.229,0.972
0.072,0.234,0.972
0.073,0.237,0.972
0.074,0.242,0.972
0.075,0.245,0.970
0.076,0.249,0.970
0.077,0.254,0.970
0.078,0.257,0.969
0.079,0.260,0.968
0.080,0.265,0.968
0.081,0.268,0.967
0.082,0.272,0.967
0.083,0.275,0.964
0.084,0.278,0.964
0.085,0.282,0.963
0.086,0.285,0.963
0.087,0.288,0.962
0.088,0.292,0.962
0.089,0.296,0.962
0.090,0.298,0.960
0.091,0.301,0.959
0.092,0.305,0.959
0.093,0.309,0.958
0.094,0.314,0.958
0.095,0.318,0.958
0.096,0.322,0.958
0.097,0.327,0.958
0.098,0.330,0.958
