precision,recall
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.026,1.000
0.026,1.000
0.027,1.000
0.029,1.000
0.030,0.999
0.033,0.999
0.035,0.999
0.039,0.999
0.043,0.997
0.047,0.995
0.052,0.994
0.057,0.992
0.063,0.990
0.068,0.990
0.074,0.990
0.080,0.990
0.085,0.986
0.091,0.982
0.098,0.982
0.103,0.980
0.108,0.979
0.114,0.979
0.120,0.979
0.125,0.978
0.130,0.978
0.136,0.978
0.141,0.978
0.146,0.977
0.151,0.977
0.156,0.976
0.161,0.975
0.167,0.975
0.172,0.975
0.177,0.975
0.183,0.975
0.188,0.975
0.193,0.975
0.198,0.975
0.202,0.974
0.207,0.974
0.212,0.974
0.216,0.974
0.221,0.974
0.225,0.972
0.229,0.972
0.234,0.972
0.237,0.972
0.242,0.972
0.245,0.970
0.249,0.970
0.254,0.970
0.257,0.969
0.260,0.968
0.265,0.968
0.268,0.967
0.272,0.967
0.275,0.964
0.278,0.964
0.282,0.963
0.285,0.963
0.288,0.962
0.292,0.962
0.296,0.962
0.298,0.960
0.301,0.959
0.305,0.959
0.309,0.958
0.314,0.958
0.318,0.958
0.322,0.958
0.327,0.958
0.330,0.958
0.334,0.958
0.337,0.956
0.341,0.956
0.344,0.956
0.347,0.956
0.350,0.955
0.352,0.955
0.354,0.954
0.357,0.954
0.360,0.954
0.364,0.954
0.367,0.954
0.370,0.953
0.373,0.953
0.376,0.953
0.378,0.953
0.383,0.953
0.385,0.952
0.389,0.952
0.392,0.951
0.394,0.951
0.397,0.951
0.398,0.951
0.401,0.951
0.402,0.951
0.404,0.951
0.406,0.951
0.408,0.949
0.412,0.949
0.414,0.949
0.416,0.949
0.420,0.949
0.422,0.948
0.426,0.948
0.431,0.948
0.433,0.948
0.435,0.948
0.438,0.947
0.440,0.946
0.442,0.946
0.445,0.946
0.448,0.946
0.450,0.946
0.451,0.946
0.453,0.946
0.455,0.946
0.457,0.946
0.460,0.946
0.461,0.945
0.463,0.945
0.464,0.945
0.467,0.945
0.470,0.943
0.474,0.941
0.475,0.941
0.476,0.941
0.479,0.940
0.482,0.939
0.484,0.939
0.485,0.938
0.487,0.937
0.490,0.937
0.492,0.937
0.495,0.937
0.496,0.937
0.500,0.937
0.501,0.937
0.502,0.937
0.506,0.937
0.510,0.937
0.512,0.937
0.514,0.937
0.516,0.937
0.518,0.937
0.519,0.936
0.521,0.935
0.522,0.935
0.524,0.935
0.527,0.935
0.528,0.935
0.530,0.935
0.530,0.933
0.532,0.933
0.533,0.931
0.534,0.931
0.535,0.931
0.537,0.931
0.538,0.931
0.540,0.931
0.542,0.931
0.545,0.931
0.546,0.931
0.546,0.931
0.547,0.930
0.548,0.930
0.552,0.928
0.553,0.928
0.555,0.928
0.557,0.927
0.558,0.927
0.560,0.927
0.562,0.927
0.564,0.924
0.565,0.924
0.567,0.924
0.568,0.924
0.569,0.924
0.571,0.923
0.572,0.923
0.574,0.923
0.576,0.922
0.579,0.922
