threshold,precision,recall
0.012,0.025,1.000
0.013,0.025,1.000
0.014,0.025,1.000
0.015,0.025,1.000
0.016,0.025,1.000
0.017,0.025,1.000
0.018,0.025,1.000
0.019,0.025,1.000
0.020,0.025,1.000
0.021,0.025,1.000
0.022,0.025,1.000
0.023,0.025,1.000
0.024,0.025,1.000
0.025,0.026,1.000
0.026,0.026,1.000
0.027,0.027,1.000
0.028,0.028,1.000
0.029,0.029,1.000
0.030,0.031,1.000
0.031,0.034,1.000
0.032,0.037,1.000
0.033,0.041,0.999
0.034,0.045,0.999
0.035,0.050,0.997
0.036,0.056,0.994
0.037,0.062,0.992
0.038,0.068,0.991
0.039,0.075,0.990
0.040,0.082,0.990
0.041,0.089,0.990
0.042,0.096,0.990
0.043,0.103,0.987
0.044,0.110,0.987
0.045,0.117,0.986
0.046,0.125,0.986
0.047,0.131,0.985
0.048,0.138,0.983
0.049,0.144,0.983
0.050,0.150,0.982
0.051,0.155,0.982
0.052,0.161,0.980
0.053,0.167,0.980
0.054,0.173,0.979
0.055,0.179,0.979
0.056,0.184,0.978
0.057,0.190,0.976
0.058,0.196,0.975
0.059,0.201,0.974
0.060,0.206,0.974
0.061,0.212,0.972
0.062,0.217,0.972
0.063,0.221,0.971
0.064,0.226,0.970
0.065,0.231,0.970
0.066,0.235,0.967
0.067,0.240,0.966
0.068,0.245,0.964
0.069,0.248,0.963
0.070,0.252,0.963
0.071,0.256,0.962
0.072,0.260,0.962
0.073,0.266,0.962
0.074,0.269,0.961
0.075,0.275,0.961
0.076,0.279,0.961
0.077,0.282,0.961
0.078,0.286,0.961
0.079,0.291,0.960
0.080,0.295,0.959
0.081,0.299,0.958
0.082,0.303,0.958
0.083,0.306,0.958
0.084,0.309,0.958
0.085,0.312,0.958
0.086,0.315,0.956
0.087,0.320,0.956
0.088,0.323,0.956
0.089,0.327,0.956
0.090,0.330,0.956
0.091,0.333,0.956
0.092,0.337,0.956
0.093,0.341,0.955
0.094,0.343,0.955
0.095,0.346,0.954
0.096,0.349,0.953
0.097,0.352,0.953
0.098,0.354,0.952
0.099,0.358,0.951
0.100,0.360,0.951
0.101,0.364,0.951
0.102,0.368,0.951
0.103,0.371,0.951
0.104,0.373,0.949
0.105,0.376,0.949
0.106,0.379,0.949
0.107,0.381,0.949
0.108,0.383,0.949
0.109,0.386,0.949
0.110,0.389,0.948
0.111,0.392,0.947
0.112,0.394,0.947
0.113,0.397,0.946
0.114,0.400,0.946
0.115,0.403,0.946
0.116,0.405,0.945
0.117,0.408,0.945
0.118,0.410,0.945
0.119,0.413,0.945
0.120,0.416,0.945
0.121,0.419,0.945
0.122,0.422,0.945
0.123,0.424,0.945
0.124,0.426,0.945
0.125,0.429,0.945
0.126,0.430,0.943
0.127,0.431,0.941
0.128,0.434,0.941
0.129,0.436,0.940
0.130,0.439,0.940
0.131,0.442,0.940
0.132,0.444,0.940
0.133,0.446,0.938
0.134,0.447,0.936
0.135,0.450,0.936
0.136,0.451,0.936
0.137,0.454,0.936
0.138,0.457,0.935
0.139,0.458,0.935
0.140,0.460,0.935
0.141,0.462,0.935
0.142,0.464,0.935
0.143,0.465,0.933
0.144,0.466,0.932
0.145,0.467,0.932
0.146,0.469,0.932
0.147,0.470,0.931
0.148,0.474,0.931
0.149,0.476,0.931
0.150,0.477,0.931
0.151,0.479,0.931
0.152,0.482,0.931
0.153,0.483,0.931
0.154,0.485,0.930
0.155,0.488,0.930
0.156,0.489,0.929
0.157,0.492,0.929
0.158,0.495,0.929
0.159,0.497,0.929
0.160,0.500,0.929
0.161,0.504,0.929
0.162,0.506,0.929
0.163,0.507,0.929
0.164,0.509,0.928
0.165,0.512,0.928
0.166,0.514,0.928
0.167,0.516,0.928
0.168,0.517,0.928
0.169,0.518,0.928
0.170,0.518,0.927
0.171,0.519,0.927
0.172,0.521,0.927
0.173,0.523,0.925
0.174,0.524,0.924
0.175,0.524,0.922
0.176,0.527,0.922
0.177,0.527,0.922
0.178,0.528,0.922
0.179,0.529,0.921
0.180,0.531,0.921
0.181,0.533,0.921
0.182,0.535,0.920
0.183,0.536,0.918
0.184,0.537,0.918
0.185,0.539,0.917
0.186,0.540,0.916
0.187,0.541,0.916
0.188,0.542,0.916
0.189,0.544,0.916
0.190,0.547,0.915
0.191,0.547,0.914
0.192,0.548,0.914
0.193,0.550,0.914
0.194,0.550,0.914
0.195,0.552,0.914
0.196,0.553,0.914
0.197,0.555,0.914
0.198,0.555,0.910
0.199,0.556,0.910
0.200,0.557,0.910
0.201,0.559,0.910
0.202,0.560,0.910
0.203,0.560,0.909
0.204,0.562,0.909
0.205,0.564,0.909
0.206,0.565,0.909
0.207,0.567,0.909
0.208,0.569,0.909
0.209,0.571,0.909
0.210,0.573,0.909
0.211,0.575,0.909
0.212,0.576,0.908
0.213,0.577,0.907
0.214,0.578,0.906
0.215,0.580,0.906
0.216,0.581,0.906
0.217,0.582,0.906
0.218,0.583,0.906
0.219,0.585,0.906
0.220,0.586,0.906
0.221,0.588,0.906
0.222,0.591,0.906
0.223,0.593,0.906
0.224,0.595,0.906
0.225,0.595,0.906
0.226,0.596,0.905
0.227,0.597,0.905
0.230,0.598,0.904
0.231,0.597,0.901
