precision,recall
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.026,1.000
0.026,1.000
0.027,1.000
0.028,1.000
0.029,1.000
0.031,1.000
0.034,1.000
0.037,1.000
0.041,0.999
0.045,0.999
0.050,0.997
0.056,0.994
0.062,0.992
0.068,0.991
0.075,0.990
0.082,0.990
0.089,0.990
0.096,0.990
0.103,0.987
0.110,0.987
0.117,0.986
0.125,0.986
0.131,0.985
0.138,0.983
0.144,0.983
0.150,0.982
0.155,0.982
0.161,0.980
0.167,0.980
0.173,0.979
0.179,0.979
0.184,0.978
0.190,0.976
0.196,0.975
0.201,0.974
0.206,0.974
0.212,0.972
0.217,0.972
0.221,0.971
0.226,0.970
0.231,0.970
0.235,0.967
0.240,0.966
0.245,0.964
0.248,0.963
0.252,0.963
0.256,0.962
0.260,0.962
0.266,0.962
0.269,0.961
0.275,0.961
0.279,0.961
0.282,0.961
0.286,0.961
0.291,0.960
0.295,0.959
0.299,0.958
0.303,0.958
0.306,0.958
0.309,0.958
0.312,0.958
0.315,0.956
0.320,0.956
0.323,0.956
0.327,0.956
0.330,0.956
0.333,0.956
0.337,0.956
0.341,0.955
0.343,0.955
0.346,0.954
0.349,0.953
0.352,0.953
0.354,0.952
0.358,0.951
0.360,0.951
0.364,0.951
0.368,0.951
0.371,0.951
0.373,0.949
0.376,0.949
0.379,0.949
0.381,0.949
0.383,0.949
0.386,0.949
0.389,0.948
0.392,0.947
0.394,0.947
0.397,0.946
0.400,0.946
0.403,0.946
0.405,0.945
0.408,0.945
0.410,0.945
0.413,0.945
0.416,0.945
0.419,0.945
0.422,0.945
0.424,0.945
0.426,0.945
0.429,0.945
0.430,0.943
0.431,0.941
0.434,0.941
0.436,0.940
0.439,0.940
0.442,0.940
0.444,0.940
0.446,0.938
0.447,0.936
0.450,0.936
0.451,0.936
0.454,0.936
0.457,0.935
0.458,0.935
0.460,0.935
0.462,0.935
0.464,0.935
0.465,0.933
0.466,0.932
0.467,0.932
0.469,0.932
0.470,0.931
0.474,0.931
0.476,0.931
0.477,0.931
0.479,0.931
0.482,0.931
0.483,0.931
0.485,0.930
0.488,0.930
0.489,0.929
0.492,0.929
0.495,0.929
0.497,0.929
0.500,0.929
0.504,0.929
0.506,0.929
0.507,0.929
0.509,0.928
0.512,0.928
0.514,0.928
0.516,0.928
0.517,0.928
0.518,0.928
0.518,0.927
0.519,0.927
0.521,0.927
0.523,0.925
0.524,0.924
0.524,0.922
0.527,0.922
0.527,0.922
0.528,0.922
0.529,0.921
0.531,0.921
0.533,0.921
0.535,0.920
0.536,0.918
0.537,0.918
0.539,0.917
0.540,0.916
0.541,0.916
0.542,0.916
0.544,0.916
0.547,0.915
0.547,0.914
0.548,0.914
0.550,0.914
0.550,0.914
0.552,0.914
0.553,0.914
0.555,0.914
0.555,0.910
0.556,0.910
0.557,0.910
0.559,0.910
0.560,0.910
0.560,0.909
0.562,0.909
0.564,0.909
0.565,0.909
