threshold,true positive rate,false positive rate
0.012,1.000,1.000
0.013,1.000,1.000
0.014,1.000,1.000
0.015,1.000,1.000
0.016,1.000,1.000
0.017,1.000,0.999
0.018,1.000,0.998
0.019,1.000,0.997
0.020,1.000,0.995
0.021,1.000,0.993
0.022,1.000,0.988
0.023,1.000,0.981
0.024,1.000,0.973
0.025,1.000,0.959
0.026,1.000,0.941
0.027,1.000,0.917
0.028,1.000,0.883
0.029,1.000,0.839
0.030,1.000,0.786
0.031,1.000,0.725
0.032,1.000,0.661
0.033,0.999,0.598
0.034,0.999,0.537
0.035,0.997,0.478
0.036,0.994,0.427
0.037,0.992,0.382
0.038,0.991,0.342
0.039,0.990,0.308
0.040,0.990,0.282
0.041,0.990,0.257
0.042,0.990,0.236
0.043,0.987,0.218
0.044,0.987,0.202
0.045,0.986,0.188
0.046,0.986,0.176
0.047,0.985,0.165
0.048,0.983,0.156
0.049,0.983,0.148
0.050,0.982,0.141
0.051,0.982,0.135
0.052,0.980,0.129
0.053,0.980,0.124
0.054,0.979,0.119
0.055,0.979,0.114
0.056,0.978,0.110
0.057,0.976,0.105
0.058,0.975,0.101
0.059,0.974,0.098
0.060,0.974,0.095
0.061,0.972,0.092
0.062,0.972,0.089
0.064,0.970,0.085
0.065,0.970,0.082
0.066,0.967,0.080
0.067,0.966,0.078
0.068,0.964,0.076
0.069,0.963,0.074
0.070,0.963,0.072
0.071,0.962,0.071
0.072,0.962,0.069
0.073,0.962,0.067
0.074,0.961,0.066
0.075,0.961,0.064
0.076,0.961,0.063
0.077,0.961,0.062
0.078,0.961,0.061
0.079,0.960,0.059
0.080,0.959,0.058
0.081,0.958,0.057
0.082,0.958,0.056
0.083,0.958,0.055
0.084,0.958,0.054
0.085,0.958,0.053
0.086,0.956,0.053
0.087,0.956,0.052
0.088,0.956,0.051
0.089,0.956,0.050
0.090,0.956,0.049
0.091,0.956,0.049
0.092,0.956,0.048
0.093,0.955,0.047
0.094,0.955,0.046
0.095,0.954,0.046
0.096,0.953,0.045
0.097,0.953,0.045
0.098,0.952,0.044
0.099,0.951,0.043
0.100,0.951,0.043
0.101,0.951,0.042
0.102,0.951,0.041
0.103,0.951,0.041
0.104,0.949,0.040
