threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2266
0.0300,0.1993
0.0400,0.2566
0.0500,0.3076
0.0600,0.3518
0.0700,0.3932
0.0800,0.4096
0.0900,0.4142
0.1000,0.4155
0.1100,0.4237
0.1200,0.4258
0.1300,0.4221
0.1400,0.4225
0.1500,0.4261
0.1600,0.4253
0.1700,0.4381
0.1800,0.4460
0.1900,0.4495
0.2000,0.4618
0.2100,0.4731
0.2200,0.4836
0.2300,0.4791
0.2400,0.4890
0.2500,0.5060
0.2600,0.5267
0.2700,0.5388
0.2800,0.5565
0.2900,0.5621
0.3000,0.5625
0.3100,0.5635
0.3200,0.5628
0.3300,0.5769
0.3400,0.5726
0.3500,0.5953
0.3600,0.5948
0.3700,0.6026
0.3800,0.6170
0.3900,0.6268
0.4000,0.6407
0.4100,0.6278
0.4200,0.6262
0.4300,0.6459
0.4400,0.6591
0.4500,0.6737
0.4600,0.6817
0.4700,0.6833
0.4800,0.7013
0.4900,0.7199
0.5000,0.7162
0.5100,0.7181
0.5200,0.7221
0.5300,0.7313
0.5400,0.7311
0.5500,0.7382
0.5600,0.7398
0.5700,0.7433
0.5800,0.7450
0.5900,0.7603
0.6000,0.7528
0.6100,0.7677
0.6200,0.7814
0.6300,0.7912
0.6400,0.7852
0.6500,0.7883
0.6600,0.7943
0.6700,0.7812
0.6800,0.7850
0.6900,0.7794
0.7000,0.7735
0.7100,0.7839
0.7200,0.7757
0.7300,0.7826
0.7400,0.7790
0.7500,0.7661
0.7600,0.7632
0.7700,0.7553
0.7800,0.7494
0.7900,0.7339
0.8000,0.7328
0.8100,0.7230
0.8200,0.7165
0.8300,0.7144
0.8400,0.6932
0.8500,0.6788
0.8600,0.6651
0.8700,0.6504
0.8800,0.6503
0.8900,0.6280
0.9000,0.5953
0.9100,0.5541
0.9200,0.4970
0.9300,0.4142
0.9400,0.3164
0.9500,0.2387
0.9600,0.1566
0.9700,0.0921
0.9800,0.0424
0.9900,0.0000
1.0000,0.0000
