threshold,precision,recall
0.014,0.025,1.000
0.016,0.025,1.000
0.017,0.025,1.000
0.018,0.025,1.000
0.019,0.025,1.000
0.020,0.025,1.000
0.021,0.025,1.000
0.022,0.025,1.000
0.023,0.025,1.000
0.024,0.025,1.000
0.025,0.025,1.000
0.026,0.026,1.000
0.027,0.026,0.999
0.028,0.027,0.999
0.029,0.027,0.998
0.030,0.029,0.997
0.031,0.030,0.993
0.032,0.032,0.993
0.033,0.034,0.992
0.034,0.037,0.991
0.035,0.040,0.989
0.036,0.043,0.987
0.037,0.047,0.987
0.038,0.051,0.987
0.039,0.055,0.986
0.040,0.060,0.985
0.041,0.065,0.985
0.042,0.070,0.985
0.043,0.076,0.985
0.044,0.081,0.985
0.045,0.087,0.985
0.046,0.093,0.983
0.047,0.099,0.983
0.048,0.105,0.982
0.049,0.110,0.982
0.050,0.116,0.982
0.051,0.122,0.982
0.052,0.128,0.980
0.053,0.134,0.980
0.054,0.140,0.980
0.055,0.146,0.978
0.056,0.152,0.976
0.057,0.158,0.975
0.058,0.163,0.974
0.059,0.168,0.974
0.060,0.173,0.971
0.061,0.179,0.970
0.062,0.184,0.970
0.063,0.190,0.970
0.064,0.195,0.970
0.065,0.201,0.970
0.066,0.206,0.970
0.067,0.211,0.970
0.068,0.215,0.970
0.069,0.221,0.970
0.070,0.225,0.970
0.071,0.229,0.970
0.072,0.233,0.970
0.073,0.237,0.970
0.074,0.241,0.969
0.075,0.245,0.969
0.076,0.250,0.968
0.077,0.254,0.968
0.078,0.259,0.968
0.079,0.263,0.968
0.080,0.267,0.968
0.081,0.271,0.968
0.082,0.274,0.967
0.083,0.279,0.967
0.084,0.283,0.967
0.085,0.287,0.966
0.086,0.292,0.966
0.087,0.295,0.966
0.088,0.299,0.964
0.089,0.303,0.964
0.090,0.307,0.963
0.091,0.309,0.962
0.092,0.315,0.962
0.093,0.318,0.962
0.094,0.322,0.962
0.095,0.325,0.961
0.096,0.329,0.960
0.097,0.334,0.960
0.098,0.338,0.960
