threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2320
0.0300,0.2020
0.0400,0.2430
0.0500,0.2914
0.0600,0.2922
0.0700,0.3125
0.0800,0.3411
0.0900,0.3574
0.1000,0.3816
0.1100,0.4069
0.1200,0.4035
0.1300,0.4285
0.1400,0.4403
0.1500,0.4569
0.1600,0.4537
0.1700,0.4648
0.1800,0.4782
0.1900,0.4884
0.2000,0.5046
0.2100,0.5108
0.2200,0.5020
0.2300,0.5158
0.2400,0.5312
0.2500,0.5318
0.2600,0.5350
0.2700,0.5404
0.2800,0.5482
0.2900,0.5465
0.3000,0.5639
0.3100,0.5863
0.3200,0.5910
0.3300,0.5972
0.3400,0.6097
0.3500,0.6157
0.3600,0.6229
0.3700,0.6340
0.3800,0.6474
0.3900,0.6560
0.4000,0.6814
0.4100,0.6917
0.4200,0.7032
0.4300,0.7127
0.4400,0.7165
0.4500,0.7321
0.4600,0.7317
0.4700,0.7413
0.4800,0.7383
0.4900,0.7423
0.5000,0.7312
0.5100,0.7436
0.5200,0.7375
0.5300,0.7408
0.5400,0.7480
0.5500,0.7648
0.5600,0.7736
0.5700,0.7547
0.5800,0.7697
0.5900,0.7721
0.6000,0.7883
0.6100,0.7922
0.6200,0.7865
0.6300,0.7879
0.6400,0.7736
0.6500,0.7780
0.6600,0.7909
0.6700,0.7972
0.6800,0.7949
0.6900,0.7831
0.7000,0.7870
0.7100,0.7974
0.7200,0.7981
0.7300,0.7900
0.7400,0.7897
0.7500,0.7669
0.7600,0.7512
0.7700,0.7508
0.7800,0.7489
0.7900,0.7410
0.8000,0.7197
0.8100,0.7143
0.8200,0.7098
0.8300,0.7082
0.8400,0.6952
0.8500,0.6959
0.8600,0.6866
0.8700,0.6752
0.8800,0.6597
0.8900,0.6364
0.9000,0.6085
0.9100,0.5712
0.9200,0.5097
0.9300,0.4199
0.9400,0.3371
0.9500,0.2005
0.9600,0.1138
0.9700,0.0480
0.9800,0.0141
0.9900,0.0000
1.0000,0.0000
