precision,recall
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.026,1.000
0.027,1.000
0.028,1.000
0.029,1.000
0.031,1.000
0.033,1.000
0.036,1.000
0.040,1.000
0.044,1.000
0.048,1.000
0.053,1.000
0.058,1.000
0.064,0.998
0.069,0.994
0.075,0.994
0.081,0.994
0.087,0.993
0.093,0.993
0.099,0.992
0.105,0.990
0.111,0.987
0.117,0.987
0.123,0.986
0.129,0.986
0.135,0.986
0.140,0.986
0.146,0.986
0.152,0.986
0.156,0.986
0.162,0.986
0.167,0.985
0.173,0.985
0.177,0.984
0.183,0.984
0.188,0.983
0.193,0.983
0.198,0.982
0.203,0.982
0.208,0.980
0.213,0.980
0.218,0.979
0.222,0.978
0.226,0.977
0.231,0.976
0.236,0.975
0.240,0.975
0.244,0.974
0.249,0.974
0.252,0.974
0.257,0.972
0.261,0.972
0.266,0.971
0.269,0.970
0.274,0.970
0.278,0.970
0.282,0.970
0.286,0.970
0.289,0.970
0.293,0.969
0.297,0.969
0.301,0.969
0.305,0.969
0.308,0.968
0.313,0.968
0.317,0.967
0.320,0.967
0.323,0.967
0.326,0.964
0.329,0.963
0.333,0.963
0.336,0.963
0.339,0.963
0.342,0.963
0.346,0.963
0.349,0.963
0.352,0.963
0.355,0.963
0.358,0.963
0.361,0.963
0.364,0.963
0.367,0.963
0.370,0.963
0.374,0.963
0.377,0.962
0.381,0.962
0.383,0.962
0.386,0.961
0.389,0.961
0.392,0.960
0.394,0.960
0.397,0.960
0.401,0.960
0.402,0.960
0.404,0.960
0.407,0.959
0.410,0.959
0.414,0.959
0.417,0.958
0.420,0.956
0.423,0.956
0.426,0.956
0.429,0.956
0.431,0.956
0.432,0.955
0.435,0.954
0.437,0.954
0.441,0.954
0.443,0.954
0.446,0.954
0.448,0.954
0.452,0.954
0.455,0.954
0.458,0.954
0.462,0.954
0.465,0.954
0.466,0.954
0.467,0.954
0.470,0.954
0.473,0.954
0.476,0.954
0.477,0.953
0.478,0.952
0.480,0.952
0.482,0.952
0.485,0.952
0.487,0.952
0.488,0.951
0.491,0.951
0.494,0.951
0.497,0.951
0.499,0.951
0.501,0.951
0.504,0.951
0.505,0.951
0.506,0.951
0.509,0.949
0.511,0.949
0.513,0.949
0.515,0.949
0.517,0.949
0.518,0.949
0.519,0.949
0.521,0.949
0.522,0.949
0.524,0.949
0.525,0.949
0.527,0.948
0.529,0.948
0.531,0.948
0.534,0.948
0.538,0.948
0.539,0.948
0.541,0.948
0.542,0.948
0.545,0.947
0.546,0.947
0.546,0.947
0.548,0.947
0.550,0.947
0.551,0.946
0.553,0.945
0.555,0.945
0.556,0.944
0.557,0.944
0.558,0.940
0.559,0.940
0.560,0.939
0.561,0.939
0.564,0.939
0.566,0.938
0.566,0.937
0.567,0.937
0.567,0.936
0.570,0.936
0.570,0.936
0.572,0.935
0.575,0.935
0.577,0.935
0.579,0.935
0.579,0.932
0.580,0.932
0.580,0.932
0.582,0.932
0.584,0.932
